TenPct_AGhipX	TenPct_AGhipY	TenPct_AGhipZ	TwentyFivePct_AGhipX	TwentyFivePct_AGhipY	TwentyFivePct_AGhipZ	FiftyPct_AGhipX	FiftyPct_AGhipY	FiftyPct_AGhipZ	SeventyFivePct_AGhipX	SeventyFivePct_AGhipY	SeventyFivePct_AGhipZ	NinetyPct_AGhipX	NinetyPct_AGhipY	NinetyPct_AGhipZ
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34	-0.145	-0.902	0.34
-0.145	-0.926	0.305	-0.145	-0.926	0.313	-0.145	-0.902	0.34	-0.121	-0.902	0.34	-0.117	-0.902	0.34
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313	-0.117	-0.926	0.313
-0.203	-0.5474	0.313	-0.113	0.027000000000000003	0.691	-0.078	0.043	0.965	-0.008	0.383	0.973	0.199	0.68	0.98
-0.07400000000000001	0.047	0.879	0.051	0.313	0.883	0.063	0.32	0.914	0.105	0.422	0.922	0.109	0.426	0.973
-0.109	-0.402	0.7958000000000001	-0.031	-0.017	0.883	0.047	0.051	0.883	0.059	0.426	0.969	0.063	0.426	0.98
-0.078	-0.1914	0.953	-0.07400000000000001	-0.18	0.957	-0.07400000000000001	-0.17600000000000002	0.961	-0.066	-0.172	0.965	-0.043	-0.11069999999999687	0.973
-0.109	-0.238	0.941	-0.105	-0.23	0.945	-0.078	-0.17600000000000002	0.957	-0.07400000000000001	-0.172	0.961	-0.07	-0.172	0.961
-0.109	-0.238	0.945	-0.109	-0.238	0.949	-0.109	-0.238	0.949	-0.109	-0.238	0.949	-0.109	-0.238	0.949
-0.16	-0.5474	0.7656	-0.109	-0.238	0.949	-0.109	-0.238	0.949	-0.109	-0.238	0.949	-0.109	-0.238	0.949
-0.262	-0.7233999999999999	-1.0	-0.117	-0.504	-0.867	-0.031	-0.266	0.328	0.402	0.34	0.852	0.773	0.477	0.938
0.773	0.477	0.328	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.777	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
0.133	-0.027000000000000003	-0.941	0.401	0.33399999999999996	-0.621	0.773	0.477	0.332	0.773	0.477	0.332	0.773	0.477	0.332
-0.621	-0.875	-0.4808	-0.555	-0.777	-0.105	-0.223	-0.381	0.627	0.035	0.113	0.797	0.52	0.258	0.953
0.324	-0.605	0.621	0.328	-0.379	0.8440000000000001	0.332	-0.379	0.848	0.332	-0.379	0.848	0.441	-0.375	0.848
0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848
0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848
0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848
0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848
0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848	0.332	-0.379	0.848
