"LPA" "MVPA" "SED"
"1" 0.973905285024018 0.00858576557686877 0.0175089493991135
"2" 0.818549613981972 0.00374797589124608 0.177702410126782
"3" 0.847804018250586 0.00451767264395751 0.147678309105457
"4" 0.580955515762833 0.105809763311227 0.31323472092594
"5" 0.0278801695257818 0.939817390680334 0.0323024397938843
"6" 0.022928936674602 0.92388290362481 0.0531881597005878
"7" 0.0259205056993518 0.932899839436954 0.0411796548636943
"8" 0.0226900385141531 0.949580842088179 0.0277291193976683
"9" 0.0398707552552321 0.00210539333780735 0.958023851406961
"10" 0.046347774507417 0.00299773514395812 0.950654490348625
"11" 0.0430620215023649 0.00296885713546883 0.953969121362166
"12" 0.0333566105867936 0.918965623002244 0.0476777664109624
"13" 0.0425195963724572 0.932750247268889 0.0247301563586533
"14" 0.0538522530732587 0.896013171408446 0.0501345755182957
"15" 0.00180398348975664 0.071004487152895 0.927191529357348
"16" 0.000725463290680206 0.087238642590941 0.912035894118379
"17" 0.000652744730501484 0.0784660850633419 0.920881170206157
"18" 0.000751445477750124 0.0878105351611125 0.911438019361137
"19" 0.000812315777157702 0.0936509312586511 0.905536752964191
"20" 0.000924889176209968 0.104707550238166 0.894367560585624
"21" 0.000902863280133406 0.102632151329796 0.89646498539007
"22" 0.0346678744605784 0.932128150588498 0.0332039749509234
"23" 0.0401321835760528 0.917534375346433 0.0423334410775139
"24" 0.0407662807564611 0.913506378108089 0.0457273411354499
"25" 0.0392735285912416 0.918483593608941 0.0422428777998177
"26" 0.0365437642506196 0.944745251591149 0.0187109841582314
"27" 0.0348594019848176 0.932026184064212 0.0331144139509704
"28" 0.0431336942279359 0.917534133565942 0.039332172206122
"29" 0.0253890036174093 0.909668865306899 0.0649421310756913
"30" 0.0196879427106107 0.904974183788538 0.0753378735008513
"31" 0.015137007046033 0.801353632585045 0.183509360368922
"32" 0.0153014359342653 0.856032119936672 0.128666444129063
"33" 0.114309343260504 0.75065794319902 0.135032713540476
"34" 0.0675231998097732 0.853580055861957 0.0788967443282696
"35" 0.0678341602557728 0.850248024987872 0.081917814756355
"36" 0.0642491858948191 0.859433147682863 0.0763176664223177
"37" 0.0971457253893019 0.812983034213648 0.0898712403970503
"38" 0.238083348432496 0.349182790648363 0.412733860919142
"39" 0.137029967145908 0.69336813677065 0.169601896083442
"40" 0.269831221062304 0.612458244986262 0.117710533951435
"41" 0.000492201204414213 0.0626181015071756 0.93688969728841
"42" 0.000501508912981847 0.0632791303415788 0.936219360745439
"43" 0.000525147444990687 0.0656966831242364 0.933778169430773
"44" 0.000525399595064249 0.0651173628773487 0.934357237527587
"45" 0.000537081737243798 0.0671191641260909 0.932343754136665
"46" 0.0757703164239118 0.838217303221045 0.0860123803550437
"47" 0.0936693501680504 0.79092898096286 0.11540166886909
"48" 0.0809698536304852 0.807996521625472 0.111033624744043
"49" 0.0852513395303441 0.818216650934905 0.0965320095347514
"50" 0.0647648497128998 0.867205769800728 0.068029380486372
"51" 0.030096346444408 0.925661495139648 0.0442421584159439
"52" 0.026961763849077 0.927211634514429 0.0458266016364941
"53" 0.0439058630268373 0.925985403497717 0.0301087334754462
"54" 0.0534076179832278 0.881978291637177 0.0646140903795953
"55" 0.0635244997375288 0.862942563751478 0.0735329365109934
"56" 0.0556183535698641 0.876540375377933 0.0678412710522026
"57" 0.0628061229246083 0.857257641063255 0.0799362360121365
"58" 0.0784126488321217 0.834836144021691 0.0867512071461869
"59" 0.134939486006075 0.672014488766518 0.193046025227406
"60" 0.0419012100616379 0.914373775934406 0.0437250140039556
"61" 0.0343990613155566 0.92728677007716 0.0383141686072833
"62" 0.310623244982206 0.0772914911742651 0.612085263843529
"63" 0.212816357859145 0.0602898895614309 0.726893752579424
"64" 0.102703008849288 0.768770755947899 0.128526235202813
"65" 0.1067647806158 0.777818383083107 0.115416836301093
"66" 0.125231867778207 0.766592655789864 0.108175476431929
"67" 0.136460044229533 0.661264432589574 0.202275523180893
"68" 0.132795305985606 0.683867091121695 0.183337602892699
"69" 0.106595877341244 0.747353729939153 0.146050392719603
"70" 0.101418022180703 0.768034759739348 0.130547218079949
"71" 0.0765348728351659 0.830587903920987 0.0928772232438468
"72" 0.101020370058093 0.784210953241257 0.11476867670065
"73" 0.0984022941379749 0.758897179437699 0.142700526424326
"74" 0.0915915436412683 0.780678212202751 0.127730244155981
"75" 0.0772457815854923 0.821542002440439 0.101212215974069
"76" 0.193975043029373 0.0644523835389629 0.741572573431664
"77" 0.211951153719647 0.078215586384426 0.709833259895927
"78" 0.187224445616258 0.0675531946755635 0.745222359708179
"79" 0.0797643373930019 0.870389748735398 0.0498459138716001
"80" 0.0775963929014704 0.810428461172649 0.111975145925881
"81" 0.0984022941379749 0.758897179437699 0.142700526424326
"82" 0.00223278119436919 0.196149418419195 0.801617800386436
"83" 0.00194002145392669 0.172375073079382 0.825684905466691
"84" 0.00205327967828086 0.179906714081469 0.81804000624025
"85" 0.00288748149398067 0.241211204797034 0.755901313708985
"86" 0.00370001882878687 0.284156836608851 0.712143144562362
"87" 0.00370001882878687 0.284156836608851 0.712143144562362
"88" 0.26726562109021 0.550696295210066 0.182038083699724
"89" 0.93851389498088 0.00496688187418202 0.0565192231449375
"90" 0.867294061556194 0.00649260152524222 0.126213336918564
"91" 0.0106025074942358 0.00371718259834337 0.985680309907421
"92" 0.18132183061838 0.0167482969628125 0.801929872418808
"93" 0.00448966818969471 0.00241417774705921 0.993096154063246
"94" 0.0362149804320918 0.00417366361364412 0.959611355954264
"95" 0.771612094166308 0.0124941739262061 0.215893731907486
"96" 0.941887448271265 0.00284626113673232 0.0552662905920023
"97" 0.955126410814493 0.00798765747672206 0.0368859317087844
"98" 0.985761821699953 0.0137210878277 0.000517090472347366
"99" 0.9859104738625 0.013371348492296 0.000718177645204178
"100" 0.988391286287451 0.0101513783221154 0.00145733539043344
"101" 0.987643741916911 0.0113372375610227 0.00101902052206588
"102" 0.98785130134428 0.0111407883161981 0.0010079103395218
"103" 0.987869905900465 0.0099610427518056 0.00216905134772951
"104" 0.988593238413099 0.00979849651461917 0.00160826507228154
"105" 0.988064407056161 0.0102452559831717 0.00169033696066733
"106" 0.988223674454103 0.00993831815790317 0.00183800738799431
"107" 0.990613594150271 0.00766671573398175 0.00171969011574717
"108" 0.990936063035752 0.00747836811736365 0.00158556884688451
"109" 0.991397276066259 0.00734352774429728 0.00125919618944359
"110" 0.991385232872254 0.00736698644932669 0.00124778067841951
"111" 0.991385232872254 0.00736698644932669 0.00124778067841951
"112" 0.991464178618584 0.0071148398505137 0.00142098153090199
"113" 0.991464178618584 0.0071148398505137 0.00142098153090199
"114" 0.991514715804166 0.00699811033203968 0.0014871738637947
"115" 0.991651159206344 0.00668028836064934 0.00166855243300637
"116" 0.991651159206344 0.00668028836064934 0.00166855243300637
"117" 0.991525667356768 0.00679742989482897 0.00167690274840333
"118" 0.991640068823299 0.00687024032255251 0.00148969085414877
"119" 0.991640068823299 0.00687024032255251 0.00148969085414877
"120" 0.991667596060673 0.0066189864935454 0.00171341744578159
"121" 0.99012709590787 0.00827189405420801 0.00160101003792207
"122" 0.989641136008272 0.00878504137946592 0.00157382261226189
"123" 0.989743898570792 0.00875567651266565 0.00150042491654187
"124" 0.989743898570792 0.00875567651266565 0.00150042491654187
"125" 0.98980322764448 0.00867143415120821 0.00152533820431144
"126" 0.989743898570792 0.00875567651266565 0.00150042491654187
"127" 0.989756289654849 0.00874558692250493 0.0014981234226462
"128" 0.989743898570792 0.00875567651266565 0.00150042491654187
"129" 0.989756289654849 0.00874558692250493 0.0014981234226462
"130" 0.989743898570792 0.00875567651266565 0.00150042491654187
"131" 0.989743898570792 0.00875567651266565 0.00150042491654187
"132" 0.989901151582784 0.00878415135968879 0.00131469705752699
"133" 0.989929798723449 0.00846793439995091 0.00160226687659983
"134" 0.989726197032413 0.00887415872155043 0.00139964424603702
"135" 0.990163145802059 0.00825725019391439 0.00157960400402664
"136" 0.989829757041208 0.00866340612554189 0.00150683683324991
"137" 0.989810156019439 0.0085277519794141 0.00166209200114681
"138" 0.990496921514246 0.00730497454769357 0.0021981039380601
"139" 0.991275127009639 0.00683490355765973 0.00188996943270129
"140" 0.990475737279051 0.00747665803822897 0.00204760468272006
"141" 0.989385889765631 0.00893159961499599 0.00168251061937279
"142" 0.989318574502533 0.00902501709378056 0.00165640840368652
"143" 0.989088528314314 0.00947737534412841 0.00143409634155766
"144" 0.989274226137429 0.00899008582743792 0.00173568803513327
"145" 0.989816086789099 0.00809612165061276 0.00208779156028809
"146" 0.990228792676547 0.00827000373075636 0.00150120359269663
"147" 0.990361940468876 0.00791198308179058 0.00172607644933316
"148" 0.990361940468876 0.00791198308179058 0.00172607644933316
"149" 0.990373672359858 0.00790411996481079 0.00172220767533121
"150" 0.990451097271276 0.00777643385866194 0.00177246887006196
"151" 0.990337468136455 0.0080303435892239 0.00163218827432069
"152" 0.990301465117257 0.00817099359675698 0.00152754128598546
"153" 0.990337468136455 0.0080303435892239 0.00163218827432069
"154" 0.990420030021301 0.0077652479103277 0.00181472206837135
"155" 0.990659086257345 0.00758856872159677 0.00175234502105766
"156" 0.989437456744211 0.00910111762377593 0.00146142563201326
"157" 0.990984569840811 0.00723169846274931 0.00178373169643981
"158" 0.99100508968015 0.0069376233914807 0.00205728692836893
"159" 0.991324086095058 0.0068757059727647 0.00180020793217757
"160" 0.991335907577269 0.00682925066782555 0.0018348417549052
"161" 0.991313165951154 0.00690936135313375 0.00177747269571166
"162" 0.991270221628459 0.00708493982990726 0.00164483854163384
"163" 0.99009275763115 0.00892831116680118 0.000978931202049409
"164" 0.990361940468876 0.00791198308179058 0.00172607644933316
"165" 0.990361940468876 0.00791198308179058 0.00172607644933316
"166" 0.990361940468876 0.00791198308179058 0.00172607644933316
"167" 0.990361940468876 0.00791198308179058 0.00172607644933316
"168" 0.990361940468876 0.00791198308179058 0.00172607644933316
"169" 0.990361940468876 0.00791198308179058 0.00172607644933316
"170" 0.990361940468876 0.00791198308179058 0.00172607644933316
