TenPct_GEleftX	TenPct_GEleftY	TenPct_GEleftZ	TwentyFivePct_GEleftY	TwentyFivePct_GEleftZ	FiftyPct_GEleftX	FiftyPct_GEleftY	FiftyPct_GEleftZ	SeventyFivePct_GEleftX	SeventyFivePct_GEleftY	SeventyFivePct_GEleftZ	NinetyPct_GEleftX	NinetyPct_GEleftY	NinetyPct_GEleftZ	TwentyFivePct_GEleftX
0.227	0.879	-0.223	0.906	-0.215	0.309	0.93	-0.203	0.348	0.953	-0.191	0.383	0.977	-0.184	0.27
0.211	0.871	-0.227	0.914	-0.207	0.285	0.941	-0.188	0.328	0.965	-0.18	0.3670000000000001	0.988	-0.16399999999999998	0.238
0.156	0.8320000000000001	-0.242	0.883	-0.219	0.258	0.945	-0.188	0.3670000000000001	0.984	-0.16399999999999998	0.445	1.012	-0.13699999999999998	0.191
0.188	0.871	-0.2114	0.914	-0.16	0.281	0.949	-0.133	0.348	0.977	-0.113	0.406	1.0	-0.07400000000000001	0.219
0.188	0.852	-0.156	0.879	-0.145	0.359	0.922	-0.125	0.441	0.957	-0.109	0.473	1.004	-0.086	0.25
0.363	0.875	-0.129	0.906	-0.117	0.371	0.914	-0.117	0.379	0.922	-0.113	0.457	0.926	-0.102	0.3670000000000001
0.223	0.84	-0.211	0.875	-0.18	0.328	0.918	-0.156	0.42700000000000005	0.961	-0.14	0.48	1.0	-0.098	0.273
-0.598	0.813	-0.16	0.895	-0.105	0.25	0.93	-0.07400000000000001	0.344	0.953	0.105	0.363	1.0004000000000006	0.203	-0.371
-0.4344	0.789	-0.35200000000000004	0.902	-0.262	-0.242	0.969	-0.168	-0.168	1.023	-0.047	-0.098	1.09	0.059	-0.324
-0.344	0.7809999999999999	-0.336	0.887	-0.277	-0.18	0.98	-0.17600000000000002	-0.102	1.063	-0.055	-0.051	1.145	-0.004	-0.27
-0.316	0.773	-0.35200000000000004	0.871	-0.309	-0.14800000000000002	0.98	-0.195	-0.098	1.074	-0.055	-0.051	1.1909999999999998	0.004	-0.227
-0.3133	0.762	-0.336	0.871	-0.293	-0.13699999999999998	0.98	-0.188	-0.08199999999999999	1.082	-0.047	-0.043	1.219	0.023	-0.219
-0.328	0.758	-0.34	0.8590000000000001	-0.289	-0.145	0.98	-0.16399999999999998	-0.09	1.086	-0.034	-0.047	1.23	0.043	-0.234
-0.285	0.8196	-0.32	0.938	-0.285	-0.152	0.977	-0.223	-0.109	1.02	-0.08199999999999999	-0.07	1.156	0.012	-0.203
-0.313	0.813	-0.316	0.902	-0.258	-0.16399999999999998	0.98	-0.16	-0.109	1.055	-0.031	-0.063	1.148	0.02	-0.234
-0.316	0.805	-0.35200000000000004	0.898	-0.301	-0.184	0.984	-0.184	-0.113	1.0590000000000002	-0.059	-0.066	1.125	0.0	-0.25
-0.18	0.984	-0.188	1.0	-0.13699999999999998	-0.125	1.0	-0.129	-0.117	1.004	-0.121	-0.113	1.012	-0.117	-0.141
-0.293	0.867	-0.336	0.957	-0.246	-0.14800000000000002	1.0	-0.156	-0.113	1.012	-0.121	-0.094	1.082	-0.027000000000000003	-0.223
-0.297	0.914	-0.281	0.969	-0.188	-0.184	0.996	-0.133	-0.145	1.004	-0.07400000000000001	-0.09	1.043	-0.02	-0.227
-0.242	0.961	-0.219	0.992	-0.184	-0.117	1.0	-0.16399999999999998	-0.102	1.004	-0.145	-0.09	1.008	-0.102	-0.126
-0.223	0.961	-0.2624	0.98	-0.219	-0.16399999999999998	0.992	-0.184	-0.125	1.0	-0.145	-0.113	1.016	-0.105	-0.184
-0.395	0.836	-0.324	0.914	-0.238	-0.23	0.973	-0.133	-0.152	1.031	-0.043	-0.08199999999999999	1.105	0.07	-0.328
-0.7190000000000001	0.594	-0.4920000000000001	0.715	-0.387	-0.484	0.855	-0.238	-0.371	0.945	-0.129	-0.297	0.992	-0.066	-0.617
0.059	0.8440000000000001	-0.156	0.898	-0.141	0.336	0.93	0.0	0.371	0.965	0.133	0.465	1.016	0.17600000000000002	0.14725000000000002
0.262	0.914	-0.117	0.926	-0.055999999999999994	0.301	0.93	0.141	0.313	0.941	0.16	0.359	0.957	0.17600000000000002	0.293
0.285	0.918	0.152	0.926	0.16	0.301	0.93	0.16399999999999998	0.305	0.934	0.17600000000000002	0.309	0.938	0.188	0.297
0.301	0.93	0.168	0.93	0.168	0.301	0.93	0.168	0.301	0.93	0.168	0.301	0.93	0.168	0.301
0.297	0.8909999999999999	0.105	0.914	0.172	0.301	0.926	0.184	0.336	0.93	0.191	0.375	0.934	0.199	0.301
0.195	0.8909999999999999	0.016	0.918	0.063	0.313	0.938	0.09	0.337	0.957	0.117	0.363	0.992	0.13699999999999998	0.293
0.266	0.875	0.094	0.895	0.125	0.328	0.914	0.16	0.3670000000000001	0.938	0.188	0.402	0.957	0.238	0.297
0.2496	0.852	0.078	0.879	0.117	0.363	0.91	0.152	0.398	0.945	0.18	0.422	0.973	0.199	0.313
0.25	0.855	0.086	0.887	0.121	0.348	0.914	0.145	0.371	0.945	0.17600000000000002	0.398	0.984	0.199	0.309
0.289	0.77	-0.051	0.813	0.008	0.445	0.863	0.086	0.523	0.918	0.172	0.578	0.969	0.246	0.344
0.066	0.887	-0.016	0.895	0.031	0.398	0.902	0.098	0.402	0.977	0.117	0.41	0.992	0.195	0.129
0.344	0.875	0.022700000000000012	0.883	0.098	0.402	0.895	0.109	0.406	0.902	0.117	0.43	0.93	0.145	0.398
0.336	0.805	0.16	0.8310000000000001	0.191	0.434	0.855	0.219	0.465	0.883	0.258	0.4920000000000001	0.906	0.3324000000000006	0.391
0.266	0.828	0.105	0.8590000000000001	0.141	0.375	0.8909999999999999	0.199	0.418	0.93	0.242	0.457	0.988	0.289	0.328
0.281	0.813	0.152	0.84	0.184	0.398	0.873	0.211	0.453	0.91	0.238	0.484	0.957	0.266	0.34
0.363	0.7929999999999999	0.156	0.8240000000000001	0.184	0.43	0.8590000000000001	0.211	0.461	0.8919999999999999	0.242	0.488	0.934	0.281	0.395
0.234	0.82	0.063	0.871	0.102	0.359	0.926	0.141	0.441	0.965	0.172	0.4920000000000001	0.996	0.199	0.266
0.277	0.7929999999999999	0.15960000000000002	0.82	0.184	0.395	0.875	0.211	0.48	0.8909999999999999	0.238	0.52	0.945	0.273	0.371
0.3436	0.789	0.16399999999999998	0.82	0.203	0.41	0.848	0.242	0.453	0.887	0.305	0.488	0.93	0.344	0.375
0.29660000000000003	0.8240000000000001	0.078	0.8590000000000001	0.129	0.379	0.895	0.18	0.422	0.93	0.219	0.461	0.961	0.254	0.335
0.227	0.8440000000000001	0.1446	0.871	0.172	0.383	0.8809999999999999	0.207	0.398	0.93	0.227	0.441	0.973	0.234	0.301
0.34	0.8440000000000001	0.16	0.867	0.184	0.383	0.883	0.203	0.402	0.898	0.219	0.445	0.918	0.2344000000000005	0.363
0.375	0.8009999999999999	0.152	0.8240000000000001	0.17600000000000002	0.426	0.855	0.219	0.465	0.875	0.27	0.4920000000000001	0.895	0.305	0.402
0.3670000000000001	0.785	0.16	0.82	0.191	0.43	0.852	0.227	0.461	0.887	0.262	0.4920000000000001	0.922	0.293	0.401
0.262	0.805	0.125	0.8440000000000001	0.16	0.379	0.887	0.199	0.418	0.938	0.242	0.457	0.984	0.297	0.34
0.395	0.8009999999999999	0.17600000000000002	0.82	0.215	0.453	0.836	0.234	0.473	0.8590000000000001	0.258	0.488	0.895	0.277	0.434
0.34	0.789	0.13699999999999998	0.82	0.17600000000000002	0.422	0.8590000000000001	0.211	0.469	0.898	0.246	0.504	0.938	0.281	0.375
0.262	0.867	0.129	0.879	0.14800000000000002	0.332	0.914	0.172	0.395	0.945	0.199	0.406	0.965	0.211	0.297
0.387	0.746	0.184	0.7929999999999999	0.215	0.465	0.828	0.238	0.504	0.863	0.27	0.563	0.902	0.297	0.422
0.254	0.7809999999999999	0.105	0.813	0.133	0.3670000000000001	0.895	0.18	0.504	0.957	0.227	0.547	0.988	0.254	0.289
0.418	0.773	0.199	0.797	0.215	0.484	0.816	0.242	0.504	0.84	0.28600000000000003	0.523	0.863	0.328	0.453
0.281	0.773	0.191	0.797	0.211	0.438	0.84	0.254	0.5	0.902	0.293	0.523	0.941	0.32	0.328
0.316	0.7809999999999999	0.188	0.809	0.215	0.438	0.84	0.246	0.473	0.879	0.285	0.5	0.934	0.316	0.383
0.238	0.875	0.13699999999999998	0.879	0.16	0.359	0.898	0.188	0.395	0.938	0.199	0.398	0.965	0.207	0.289
0.34	0.777	0.172	0.813	0.199	0.418	0.8440000000000001	0.23	0.465	0.879	0.31	0.4920000000000001	0.902	0.43	0.395
0.313	0.82	0.188	0.852	0.203	0.359	0.8909999999999999	0.219	0.426	0.914	0.242	0.469	0.93	0.273	0.328
0.426	0.77	0.08560000000000001	0.805	0.219	0.449	0.836	0.25	0.512	0.8440000000000001	0.262	0.563	0.871	0.281	0.441
0.289	0.797	0.1206	0.8240000000000001	0.172	0.391	0.855	0.23	0.48100000000000004	0.895	0.293	0.523	0.934	0.398	0.327
0.215	0.797	0.109	0.84	0.152	0.383	0.879	0.207	0.441	0.934	0.258	0.496	0.98	0.309	0.281
0.207	0.789	0.086	0.8320000000000001	0.113	0.406	0.887	0.141	0.496	0.945	0.17600000000000002	0.551	0.9964000000000004	0.219	0.313
0.473	0.84	0.145	0.8440000000000001	0.145	0.473	0.8440000000000001	0.145	0.477	0.8440000000000001	0.145	0.48	0.8440000000000001	0.14800000000000002	0.473
0.35200000000000004	0.758	0.113	0.7929999999999999	0.14800000000000002	0.461	0.8320000000000001	0.188	0.52	0.879	0.242	0.5820000000000001	0.934	0.309	0.402
0.277	0.805	0.125	0.8440000000000001	0.16	0.375	0.883	0.203	0.43	0.93	0.242	0.469	0.977	0.285	0.316
0.277	0.797	0.16399999999999998	0.8240000000000001	0.199	0.3965	0.863	0.23	0.453	0.914	0.27	0.504	0.957	0.301	0.313
0.277	0.875	0.188	0.883	0.203	0.344	0.895	0.215	0.3670000000000001	0.926	0.227	0.375	0.945	0.234	0.301
0.32	0.773	0.219	0.7929999999999999	0.242	0.438	0.82	0.277	0.484	0.852	0.387	0.508	0.879	0.469	0.375
0.445	0.785	0.2066	0.8009999999999999	0.223	0.477	0.82	0.246	0.496	0.836	0.266	0.516	0.855	0.289	0.461
0.395	0.785	0.199	0.809	0.219	0.461	0.8320000000000001	0.242	0.48	0.855	0.266	0.5	0.8909999999999999	0.293	0.43
0.391	0.777	0.109	0.809	0.16399999999999998	0.457	0.8440000000000001	0.207	0.488	0.875	0.242	0.516	0.91	0.27	0.422
0.438	0.785	0.039	0.82	0.066	0.508	0.852	0.113	0.539	0.887	0.168	0.5660000000000001	0.918	0.227	0.473
0.422	0.77	0.133	0.8009999999999999	0.16	0.484	0.828	0.191	0.508	0.8590000000000001	0.215	0.531	0.902	0.238	0.457
0.398	0.789	0.16399999999999998	0.816	0.199	0.449	0.8440000000000001	0.227	0.473	0.875	0.258	0.5	0.906	0.281	0.422
0.246	0.813	0.129	0.848	0.152	0.406	0.879	0.188	0.438	0.922	0.219	0.465	0.965	0.25	0.359
0.234	0.8590000000000001	0.16760000000000005	0.863	0.191	0.398	0.871	0.219	0.406	0.938	0.23	0.41	0.969	0.238	0.281
0.406	0.867	0.227	0.867	0.227	0.406	0.867	0.227	0.406	0.867	0.227	0.406	0.867	0.227	0.406
0.406	0.754	0.207	0.789	0.227	0.43	0.852	0.227	0.52	0.867	0.258	0.57	0.867	0.289	0.406
0.414	0.758	0.191	0.785	0.223	0.48	0.816	0.254	0.508	0.848	0.281	0.535	0.879	0.309	0.449
0.387	0.77	0.191	0.797	0.215	0.461	0.828	0.242	0.488	0.863	0.27	0.512	0.895	0.305	0.422
0.363	0.805	0.156	0.836	0.184	0.422	0.863	0.211	0.457	0.8909999999999999	0.242	0.488	0.918	0.266	0.391
0.324	0.8009999999999999	0.055	0.8320000000000001	0.168	0.418	0.863	0.207	0.477	0.898	0.234	0.5429999999999999	0.93	0.258	0.3670000000000001
0.35200000000000004	0.7809999999999999	0.14800000000000002	0.8009999999999999	0.195	0.473	0.8320000000000001	0.227	0.504	0.887	0.258	0.527	0.918	0.293	0.391
0.293	0.797	0.227	0.8320000000000001	0.246	0.418	0.8440000000000001	0.266	0.441	0.8909999999999999	0.277	0.484	0.926	0.293	0.344
0.313	0.738	0.199	0.789	0.23	0.379	0.848	0.305	0.43	0.887	0.402	0.4920000000000001	0.922	0.473	0.34
0.387	0.77	0.227	0.8009999999999999	0.242	0.43	0.84	0.262	0.484	0.8590000000000001	0.293	0.527	0.875	0.313	0.406
0.336	0.773	0.211	0.805	0.23	0.43	0.84	0.254	0.477	0.872	0.289	0.523	0.902	0.316	0.387
0.41	0.773	0.145	0.8009999999999999	0.184	0.469	0.8320000000000001	0.211	0.504	0.867	0.234	0.539	0.898	0.262	0.438
0.395	0.785	0.199	0.809	0.219	0.453	0.8320000000000001	0.246	0.473	0.8590000000000001	0.277	0.496	0.887	0.301	0.422
0.363	0.777	0.191	0.805	0.223	0.441	0.84	0.25	0.473	0.871	0.281	0.504	0.906	0.309	0.398
0.359	0.7809999999999999	0.195	0.816	0.23	0.422	0.8440000000000001	0.258	0.465	0.875	0.285	0.5	0.906	0.316	0.391
0.266	0.8009999999999999	0.184	0.8240000000000001	0.199	0.434	0.848	0.227	0.473	0.898	0.242	0.508	0.949	0.262	0.355
0.359	0.7929999999999999	0.117	0.8320000000000001	0.18	0.445	0.848	0.207	0.477	0.883	0.227	0.535	0.906	0.246	0.398
0.371	0.7340000000000001	0.207	0.77	0.23	0.465	0.805	0.281	0.516	0.836	0.34	0.5589999999999999	0.875	0.441	0.41700000000000004
0.348	0.73	0.18	0.813	0.199	0.477	0.828	0.211	0.4920000000000001	0.84	0.227	0.613	0.91	0.258	0.461
0.324	0.738	0.129	0.77	0.168	0.516	0.8009999999999999	0.219	0.57	0.8440000000000001	0.301	0.605	0.883	0.371	0.41
0.238	0.738	0.172	0.773	0.211	0.457	0.816	0.273	0.512	0.922	0.316	0.555	0.984	0.35230000000000045	0.336
0.344	0.75	0.152	0.789	0.199	0.434	0.84	0.238	0.52	0.887	0.273	0.5660000000000001	0.93	0.301	0.383
0.32	0.82	0.203	0.8240000000000001	0.242	0.445	0.828	0.273	0.449	0.8590000000000001	0.285	0.457	0.918	0.289	0.41
0.336	0.75	0.1636	0.7929999999999999	0.223	0.449	0.8240000000000001	0.273	0.4920000000000001	0.879	0.297	0.5589999999999999	0.93	0.328	0.387
-0.4920000000000001	0.8009999999999999	0.078	0.852	0.117	0.043	0.953	0.168	0.117	0.988	0.363	0.215	1.004	0.383	-0.348
-0.477	0.852	0.078	0.871	0.125	-0.09	0.953	0.223	0.08199999999999999	0.996	0.258	0.16	1.02	0.285	-0.453
-0.535	0.836	-0.262	0.914	-0.168	-0.27	0.969	-0.059	-0.17600000000000002	1.0	0.07	-0.09	1.047	0.168	-0.359
-0.473	0.852	-0.289	0.914	-0.211	-0.348	0.957	-0.145	-0.293	0.98	-0.063	-0.246	1.016	0.004	-0.398
-0.406	0.871	-0.328	0.934	-0.25	-0.328	0.957	-0.195	-0.293	0.969	-0.121	-0.254	1.0164000000000006	-0.016	-0.3670000000000001
-0.422	0.8516	-0.281	0.922	-0.207	-0.328	0.965	-0.121	-0.285	0.992	-0.055	-0.234	1.035	0.02	-0.3670000000000001
-0.391	0.8006	-0.387	0.895	-0.34	-0.309	0.945	-0.258	-0.27	0.984	-0.191	-0.199	1.047	-0.105	-0.35275
-0.3714	0.758	-0.461	0.863	-0.402	-0.281	0.949	-0.301	-0.223	1.008	-0.184	-0.18	1.074400000000001	-0.117	-0.324
-0.336	0.8046000000000001	-0.41	0.895	-0.3670000000000001	-0.266	0.957	-0.266	-0.211	1.012	-0.159	-0.16399999999999998	1.07	-0.09	-0.305
-0.332	0.8476	-0.391	0.926	-0.324	-0.25	0.957	-0.289	-0.211	0.992	-0.18	-0.172	1.055	-0.078	-0.289
-0.363	0.8626	-0.371	0.925	-0.313	-0.285	0.957	-0.25	-0.238	0.985	-0.152	-0.191	1.035	-0.055	-0.328
-0.344	0.906	-0.35200000000000004	0.934	-0.32	-0.293	0.945	-0.301	-0.27	0.957	-0.258	-0.242	0.98	-0.211	-0.313
-0.418	0.84	-0.402	0.906	-0.332	-0.309	0.945	-0.273	-0.277	0.965	-0.207	-0.246	1.004	-0.113	-0.359
-0.539	0.8276	-0.262	0.895	-0.207	-0.32	0.941	-0.141	0.121	0.97775	-0.031	0.309	1.008	0.043	-0.449
0.17560000000000006	0.922	0.012	0.93	0.023	0.328	0.934	0.047	0.34	0.949	0.09	0.35200000000000004	0.984	0.105	0.297
0.051	0.922	-0.027000000000000003	0.926	0.02	0.316	0.934	0.08199999999999999	0.34	0.992	0.105	0.348	1.008	0.113	0.102
0.34	0.922	0.07400000000000001	0.926	0.07400000000000001	0.348	0.93	0.07400000000000001	0.348	0.93	0.086	0.35200000000000004	0.93	0.105	0.348
0.348	0.902	0.051	0.914	0.059	0.363	0.922	0.07400000000000001	0.3670000000000001	0.93	0.078	0.375	0.93	0.105	0.348
0.359	0.914	0.055	0.914	0.059	0.3670000000000001	0.914	0.07400000000000001	0.3670000000000001	0.922	0.07400000000000001	0.3670000000000001	0.926	0.07400000000000001	0.363
0.121	0.906	-0.039	0.914	0.027000000000000003	0.3670000000000001	0.922	0.059	0.371	0.938	0.07400000000000001	0.383	0.992	0.094	0.328
-0.008	0.9296	-0.156	0.965	-0.117	0.121	0.992	-0.043	0.191	1.008	0.027000000000000003	0.254	1.027	0.18	0.031
0.289	0.902	0.031	0.914	0.051	0.35200000000000004	0.926	0.094	0.363	0.938	0.121	0.371	0.953	0.133	0.32
0.344	0.926	0.047	0.93	0.047	0.35200000000000004	0.93	0.047	0.35200000000000004	0.93	0.047	0.35200000000000004	0.93	0.063	0.35200000000000004
0.355	0.922	-0.039	0.922	-0.027000000000000003	0.363	0.926	-0.023	0.3670000000000001	0.93	-0.012	0.3670000000000001	0.934	-0.008	0.355
0.355	0.91	-0.043	0.918	-0.031	0.3670000000000001	0.926	-0.023	0.379	0.93	0.0	0.391	0.934	0.039	0.363
0.387	0.914	0.043	0.914	0.043	0.387	0.914	0.043	0.387	0.914	0.043	0.387	0.914	0.043	0.387
0.371	0.906	-0.004	0.914	0.043	0.387	0.914	0.043	0.387	0.914	0.043	0.395	0.922	0.043	0.387
0.336	0.895	0.023	0.91	0.035	0.363	0.922	0.047	0.375	0.93	0.063	0.398	0.941	0.09	0.355
0.059	0.953	-0.16439999999999996	0.973	-0.113	0.141	0.992	-0.08199999999999999	0.172	1.008	-0.063	0.195	1.027	-0.016	0.125
0.125	0.852	-0.09	0.883	-0.016	0.34	0.918	0.17600000000000002	0.383	0.984	0.211	0.402	1.0	0.238	0.152
0.266	0.852	0.07400000000000001	0.883	0.105	0.34	0.918	0.14800000000000002	0.371	0.949	0.184	0.398	0.977	0.219	0.305
0.305	0.855	0.086	0.879	0.129	0.355	0.898	0.199	0.379	0.922	0.227	0.402	0.945	0.25	0.324
0.328	0.8440000000000001	0.066	0.875	0.09699999999999999	0.375	0.906	0.117	0.406	0.934	0.133	0.457	0.957	0.156	0.355
0.348	0.8320000000000001	0.121	0.863	0.129	0.398	0.887	0.145	0.43	0.906	0.203	0.453	0.922	0.273	0.375
0.336	0.852	0.117	0.871	0.133	0.391	0.895	0.156	0.41	0.922	0.17600000000000002	0.426	0.941	0.191	0.3670000000000001
0.316	0.8320000000000001	0.113	0.8590000000000001	0.129	0.402	0.887	0.152	0.426	0.918	0.172	0.449	0.945	0.195	0.375
0.297	0.82	0.109	0.8590000000000001	0.129	0.379	0.895	0.14800000000000002	0.426	0.934	0.172	0.4494000000000006	0.973	0.199	0.336
0.32	0.848	0.145	0.867	0.16	0.383	0.895	0.18	0.402	0.922	0.195	0.414	0.945	0.211	0.35200000000000004
0.305	0.8320000000000001	0.121	0.8590000000000001	0.141	0.398	0.887	0.16399999999999998	0.426	0.918	0.184	0.445	0.949	0.203	0.35200000000000004
0.305	0.84	0.125	0.863	0.141	0.391	0.895	0.16	0.414	0.926	0.17600000000000002	0.449	0.953	0.195	0.34
0.324	0.8440000000000001	0.129	0.863	0.145	0.398	0.887	0.16399999999999998	0.414	0.918	0.184	0.434	0.941	0.199	0.371
0.309	0.8320000000000001	0.129	0.8590000000000001	0.156	0.391	0.887	0.17600000000000002	0.434	0.91	0.195	0.457	0.9414000000000003	0.211	0.359
0.324	0.828	0.129	0.852	0.14800000000000002	0.406	0.883	0.16399999999999998	0.434	0.91	0.188	0.453	0.941	0.207	0.371
0.328	0.836	0.113	0.8590000000000001	0.129	0.398	0.8909999999999999	0.14800000000000002	0.434	0.922	0.168	0.453	0.953	0.191	0.35200000000000004
0.35200000000000004	0.836	0.121	0.855	0.13699999999999998	0.406	0.883	0.156	0.438	0.91	0.172	0.457	0.934	0.188	0.379
0.375	0.84	0.133	0.855	0.145	0.414	0.879	0.16	0.434	0.898	0.17600000000000002	0.445	0.926	0.188	0.398
0.316	0.8590000000000001	0.047	0.879	0.113	0.391	0.895	0.141	0.41	0.918	0.16399999999999998	0.434	0.945	0.184	0.3670000000000001
0.414	0.867	0.152	0.871	0.156	0.418	0.887	0.156	0.418	0.887	0.16	0.426	0.887	0.184	0.418
0.422	0.8590000000000001	0.184	0.8590000000000001	0.191	0.426	0.8590000000000001	0.195	0.434	0.863	0.195	0.438	0.867	0.195	0.422
0.422	0.8590000000000001	0.195	0.8590000000000001	0.195	0.422	0.8590000000000001	0.195	0.422	0.8590000000000001	0.195	0.422	0.8590000000000001	0.195	0.422
