Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
KOA66,0.348503568059513,0.5019540071636529,"[0.64793, 0.21998, 0.75329]","[(0.63835, 0.65752), (0.20219, 0.23777), (0.70483, 0.80175)]","[0.89732, 0.79323, 0.76102]","[(0.88514, 0.9095), (0.78523, 0.80123), (0.75326, 0.76877)]"
KOA41,0.12347779212803857,0.07572947027423345,"[0.29864, 0.33803, 0.66667]","[(0.29034, 0.30695), (0.26022, 0.41583), (0.28946, 1.04387)]","[0.77027, 0.3622, 0.93228]","[(0.7025, 0.83804), (0.35348, 0.37093), (0.92774, 0.93681)]"
HOA8,0.14461131254879586,0.21144916538031885,"[0.43487, 0.35099, 0.34722]","[(0.4256, 0.44413), (0.32777, 0.3742), (0.23725, 0.45719)]","[0.81958, 0.65542, 0.74683]","[(0.80127, 0.83788), (0.64657, 0.66426), (0.73925, 0.75442)]"
HOA48,0.05113130123031184,0.17756611506452832,"[0.38348, 0.32774, 0.30678]","[(0.37021, 0.39675), (0.31482, 0.34067), (0.27207, 0.3415)]","[0.72677, 0.58379, 0.70096]","[(0.71524, 0.73829), (0.57114, 0.59644), (0.69208, 0.70983)]"
KOA9,0.3299842811599729,0.45325670689925207,"[0.51654, 0.2584, 0.36207]","[(0.50652, 0.52657), (0.24267, 0.27413), (0.23838, 0.48576)]","[0.88596, 0.66309, 0.7383]","[(0.87465, 0.89727), (0.65364, 0.67254), (0.73061, 0.746)]"
OA52,0.15479867240345524,0.18941453101751105,"[0.31675, 0.27885, 0.425]","[(0.30603, 0.32747), (0.26337, 0.29433), (0.2718, 0.5782)]","[0.77696, 0.58879, 0.65851]","[(0.76268, 0.79124), (0.57748, 0.60009), (0.64942, 0.6676)]"
OA12,0.13834124578771914,0.17619914580794677,"[0.46531, 0.3629, 0.46667]","[(0.44964, 0.48098), (0.33091, 0.39489), (0.34043, 0.5929)]","[0.71121, 0.64676, 0.7895]","[(0.68205, 0.74037), (0.63186, 0.66166), (0.77791, 0.80108)]"
OA58,0.16116021624555185,0.27974938554849776,"[0.31047, 0.35424, 0.44]","[(0.28584, 0.3351), (0.31564, 0.39283), (0.38383, 0.49617)]","[0.83371, 0.51027, 0.73022]","[(0.80925, 0.85817), (0.48619, 0.53434), (0.7105, 0.74994)]"
HOA19,-0.05362463488263526,0.07677202631025878,"[0.40896, 0.31214, 0.07317]","[(0.39864, 0.41927), (0.2903, 0.33397), (0.0168, 0.12954)]","[0.6181, 0.57125, 0.81304]","[(0.59573, 0.64047), (0.56092, 0.58158), (0.80557, 0.82051)]"
HOA2,0.232905245971375,0.22210873863695826,"[0.26811, 0.30411, 0.86364]","[(0.25979, 0.27644), (0.27877, 0.32945), (0.72023, 1.00704)]","[0.93012, 0.55863, 0.67518]","[(0.9162, 0.94405), (0.54931, 0.56796), (0.66685, 0.68351)]"
OA43,0.23001179858894127,0.2823282192898944,"[0.26095, 0.2766, 0.67313]","[(0.25007, 0.27184), (0.26015, 0.29306), (0.65314, 0.69313)]","[0.9166, 0.66659, 0.54212]","[(0.9089, 0.9243), (0.65649, 0.67669), (0.53188, 0.55237)]"
OA50,0.23559171228605513,0.20884457962158012,"[0.5623, 0.38136, 0.46429]","[(0.54469, 0.5799), (0.35214, 0.41057), (0.27956, 0.64902)]","[0.62294, 0.63678, 0.88375]","[(0.59416, 0.65171), (0.61979, 0.65377), (0.87396, 0.89355)]"
KOA16,0.18900589809569407,0.24536963091566108,"[0.48834, 0.40745, 0.28401]","[(0.47869, 0.498), (0.39207, 0.42282), (0.24756, 0.32046)]","[0.73215, 0.61514, 0.81598]","[(0.71923, 0.74508), (0.606, 0.62429), (0.80961, 0.82235)]"
HOA11,0.06261063464644454,0.17410659174970716,"[0.39244, 0.38216, 0.23661]","[(0.38135, 0.40354), (0.36379, 0.40052), (0.20878, 0.26444)]","[0.76492, 0.59323, 0.74013]","[(0.75104, 0.7788), (0.58269, 0.60378), (0.73158, 0.74867)]"
KOA38,0.12117658391333413,0.1472054681498282,"[0.22075, 0.48744, 0.27596]","[(0.21206, 0.22944), (0.46288, 0.51199), (0.24879, 0.30313)]","[0.89932, 0.43188, 0.75242]","[(0.88782, 0.91081), (0.42207, 0.44169), (0.7441, 0.76073)]"
OA1,-0.01050214307963882,-0.029037947553927038,"[0.48294, 0.28197, 0.11429]","[(0.46827, 0.49762), (0.2627, 0.30123), (0.06158, 0.16699)]","[0.48703, 0.70083, 0.78465]","[(0.46631, 0.50775), (0.68759, 0.71407), (0.77469, 0.7946)]"
KOA54,0.15889359240427614,0.17549173559107697,"[0.44792, 0.32765, 0.625]","[(0.43857, 0.45727), (0.30534, 0.34996), (0.38778, 0.86222)]","[0.7803, 0.70783, 0.71419]","[(0.76071, 0.79989), (0.69928, 0.71637), (0.7063, 0.72209)]"
KOA29,0.1654037548154655,0.1760357167151537,"[0.37557, 0.45544, 0.21891]","[(0.36457, 0.38657), (0.43777, 0.47311), (0.17848, 0.25933)]","[0.73393, 0.48421, 0.84203]","[(0.71919, 0.74867), (0.47315, 0.49526), (0.83505, 0.84901)]"
KOA11,0.27909914761062626,0.31251760897312053,"[0.36755, 0.33906, 0.78125]","[(0.35796, 0.37715), (0.31116, 0.36696), (0.69855, 0.86395)]","[0.90599, 0.49612, 0.82994]","[(0.88949, 0.92249), (0.48622, 0.50602), (0.82286, 0.83702)]"
KOA60,0.01792500435324173,0.0017541355087123188,"[0.23484, 0.34677, 0.35]","[(0.22694, 0.24273), (0.32152, 0.37203), (0.14096, 0.55904)]","[0.67486, 0.4682, 0.75659]","[(0.65018, 0.69953), (0.45892, 0.47748), (0.74905, 0.76413)]"
OA17,0.22765111740209276,0.26607260681714084,"[0.41291, 0.42053, 0.65347]","[(0.40291, 0.42291), (0.40714, 0.43392), (0.58784, 0.71909)]","[0.82043, 0.63128, 0.71921]","[(0.81021, 0.83064), (0.62159, 0.64097), (0.7119, 0.72652)]"
OA48,0.10010325881582209,0.13989184708310157,"[0.3274, 0.40875, 1.0]","[(0.30604, 0.34876), (0.37468, 0.44282), (1.0, 1.0)]","[0.77114, 0.56243, 0.72758]","[(0.74211, 0.80018), (0.53988, 0.58499), (0.71064, 0.74452)]"
KOA17,0.09893385087676451,0.18494416796434618,"[0.4171, 0.28397, 0.42336]","[(0.40634, 0.42786), (0.26267, 0.30527), (0.36485, 0.48186)]","[0.75401, 0.68025, 0.70016]","[(0.73511, 0.7729), (0.67024, 0.69026), (0.69109, 0.70924)]"
KOA4,0.25536109254528805,0.25539257854968545,"[0.47924, 0.31053, 0.53846]","[(0.47002, 0.48846), (0.28367, 0.33739), (0.40296, 0.67396)]","[0.83641, 0.63167, 0.81357]","[(0.81541, 0.85741), (0.62278, 0.64055), (0.80672, 0.82042)]"
OA39,-0.0996874536835543,0.11632953503107893,"[0.57352, 0.2714, 0.09589]","[(0.55978, 0.58726), (0.25218, 0.29062), (0.06832, 0.12347)]","[0.57378, 0.78988, 0.74183]","[(0.55437, 0.59319), (0.77903, 0.80073), (0.7316, 0.75205)]"
KOA47,0.05911550753195845,0.17559490366441863,"[0.21154, 0.27737, 0.46451]","[(0.20233, 0.22075), (0.25963, 0.2951), (0.42611, 0.50291)]","[0.85239, 0.56462, 0.59568]","[(0.8399, 0.86489), (0.55389, 0.57535), (0.58606, 0.6053)]"
HOA37,0.1546810697912348,0.18733824992898515,"[0.21508, 0.18172, 0.54167]","[(0.20615, 0.22401), (0.16933, 0.19411), (0.47119, 0.61215)]","[0.90235, 0.7303, 0.41883]","[(0.89305, 0.91165), (0.72076, 0.73983), (0.40995, 0.42771)]"
HOA32,0.09086995075866296,0.15806127397993422,"[0.4523, 0.29871, 0.35]","[(0.44241, 0.46219), (0.27948, 0.31794), (0.31415, 0.38585)]","[0.67612, 0.66468, 0.75798]","[(0.65896, 0.69328), (0.65561, 0.67375), (0.75029, 0.76567)]"
KOA75,0.14840978775432107,0.14553297176506189,"[0.32077, 0.35845, 0.58824]","[(0.31123, 0.3303), (0.33724, 0.37966), (0.4228, 0.75367)]","[0.82182, 0.62922, 0.66473]","[(0.80504, 0.8386), (0.61937, 0.63907), (0.65597, 0.67348)]"
KOA25,0.1769101325122076,0.20479873563445683,"[0.39922, 0.43386, 0.38636]","[(0.38789, 0.41055), (0.40993, 0.45779), (0.24249, 0.53024)]","[0.76123, 0.50804, 0.85094]","[(0.74091, 0.78154), (0.4965, 0.51957), (0.84351, 0.85837)]"
KOA14,0.0838033936188665,0.044991633149160146,"[0.1202, 0.37317, 0.85714]","[(0.11321, 0.12718), (0.34614, 0.4002), (0.72753, 0.98676)]","[0.86645, 0.53351, 0.57774]","[(0.84766, 0.88525), (0.52281, 0.54421), (0.56783, 0.58764)]"
KOA5,0.0684897979631511,0.18741402936107562,"[0.38796, 0.37661, 0.21333]","[(0.37832, 0.3976), (0.35865, 0.39457), (0.14777, 0.27889)]","[0.72539, 0.51575, 0.8229]","[(0.70927, 0.74151), (0.50594, 0.52556), (0.81623, 0.82956)]"
HOA27,-0.018469468913731787,-0.018561356253654963,"[0.17389, 0.38223, 0.35235]","[(0.16677, 0.181), (0.36412, 0.40033), (0.29811, 0.40659)]","[0.68982, 0.39389, 0.76811]","[(0.67345, 0.7062), (0.38484, 0.40294), (0.76103, 0.77519)]"
HOA1,0.06062254091622532,0.12171740003044011,"[0.21502, 0.49225, 0.36719]","[(0.20722, 0.22283), (0.46919, 0.51531), (0.28368, 0.4507)]","[0.80455, 0.34459, 0.84618]","[(0.78688, 0.82222), (0.33562, 0.35356), (0.83984, 0.85251)]"
KOA6,0.1751759755665821,0.2424950140128998,"[0.3148, 0.50836, 0.34596]","[(0.30518, 0.32442), (0.49044, 0.52628), (0.29911, 0.39281)]","[0.82841, 0.41822, 0.84566]","[(0.81571, 0.84111), (0.40822, 0.42821), (0.83919, 0.85214)]"
OA16,0.2374104045565332,0.3367224212239881,"[0.46023, 0.32589, 0.65625]","[(0.4485, 0.47196), (0.30519, 0.34659), (0.58265, 0.72985)]","[0.81549, 0.61042, 0.7789]","[(0.79902, 0.83197), (0.59908, 0.62177), (0.77028, 0.78752)]"
OA32,0.03101852532137557,0.019757922342229003,"[0.20246, 0.42048, 0.2907]","[(0.19145, 0.21348), (0.38855, 0.45241), (0.19473, 0.38667)]","[0.73705, 0.41997, 0.76932]","[(0.70982, 0.76428), (0.40655, 0.43339), (0.75869, 0.77995)]"
OA71,0.10440888888885382,0.08147408897349959,"[0.18972, 0.38345, 0.64286]","[(0.1767, 0.20274), (0.35091, 0.41598), (0.39186, 0.89386)]","[0.77523, 0.42367, 0.7363]","[(0.74752, 0.80294), (0.4073, 0.44005), (0.72319, 0.7494)]"
HOA9,0.09236812717931414,0.06284091740912638,"[0.21536, 0.37302, 0.25]","[(0.20649, 0.22423), (0.28857, 0.45746), (-0.17435, 0.67435)]","[0.81538, 0.35993, 0.85099]","[(0.74869, 0.88208), (0.34958, 0.37028), (0.84337, 0.85861)]"
HOA36,0.16517964120809156,0.20105063002339962,"[0.3166, 0.34214, 0.55556]","[(0.30772, 0.32547), (0.31882, 0.36546), (0.326, 0.78511)]","[0.82836, 0.51069, 0.76799]","[(0.80993, 0.84679), (0.50116, 0.52021), (0.76048, 0.7755)]"
OA75,-0.0062376799600723865,0.027116441207719003,"[0.36681, 0.44059, 0.17742]","[(0.35151, 0.3821), (0.40998, 0.47121), (0.08233, 0.27251)]","[0.66791, 0.58127, 0.78192]","[(0.63972, 0.6961), (0.56574, 0.5968), (0.77027, 0.79358)]"
OA31,0.10123390611560493,0.19343426782764764,"[0.27705, 0.29462, 0.48333]","[(0.26805, 0.28605), (0.2778, 0.31143), (0.43171, 0.53496)]","[0.77607, 0.49706, 0.72623]","[(0.76159, 0.79055), (0.48719, 0.50693), (0.71835, 0.7341)]"
OA63,0.1731582508312263,0.22135757126312927,"[0.41245, 0.45584, 0.20732]","[(0.3992, 0.42571), (0.4304, 0.48129), (0.11957, 0.29506)]","[0.80309, 0.57822, 0.79268]","[(0.78332, 0.82286), (0.56503, 0.59142), (0.78302, 0.80233)]"
OA41,0.05343903179314274,0.15698212218925064,"[0.11646, 0.32388, 0.69022]","[(0.10814, 0.12478), (0.30247, 0.3453), (0.6234, 0.75703)]","[0.94054, 0.56939, 0.51166]","[(0.93022, 0.95085), (0.55675, 0.58203), (0.50038, 0.52294)]"
OA45,0.09201453744425903,0.15070634965755067,"[0.11125, 0.29369, 0.5]","[(0.08946, 0.13304), (0.24971, 0.33767), (0.09992, 0.90008)]","[0.92344, 0.57568, 0.47937]","[(0.89796, 0.94893), (0.54156, 0.6098), (0.45125, 0.5075)]"
HOA46,0.2407859855319214,0.21965049791379404,"[0.39105, 0.42164, 0.5]","[(0.38076, 0.40135), (0.39208, 0.4512), (0.09992, 0.90008)]","[0.82375, 0.50359, 0.85557]","[(0.801, 0.84649), (0.49304, 0.51414), (0.84857, 0.86256)]"
OA35,0.030765227686587647,0.2030507108332416,"[0.47094, 0.41258, 0.16216]","[(0.46058, 0.48131), (0.39928, 0.42588), (0.14683, 0.1775)]","[0.70249, 0.55425, 0.8252]","[(0.69213, 0.71285), (0.54502, 0.56348), (0.81895, 0.83145)]"
OA49,0.10317084033969176,0.12237639121991503,"[0.27827, 0.39273, 0.0]","[(0.26312, 0.29343), (0.36458, 0.42089), (0.0, 0.0)]","[0.77625, 0.5101, 0.72896]","[(0.75229, 0.80021), (0.49321, 0.52699), (0.716, 0.74193)]"
OA24,0.01645508803190326,0.1415607524813294,"[0.41191, 0.36102, 0.15789]","[(0.39945, 0.42437), (0.34179, 0.38025), (0.12294, 0.19285)]","[0.6887, 0.58313, 0.77843]","[(0.67159, 0.70581), (0.57106, 0.59519), (0.76954, 0.78731)]"
OA53,-0.012702754944163338,0.0942292269090468,"[0.30304, 0.3539, 0.29]","[(0.29286, 0.31321), (0.33894, 0.36887), (0.20106, 0.37894)]","[0.72004, 0.54285, 0.71827]","[(0.70616, 0.73392), (0.53189, 0.55382), (0.71014, 0.7264)]"
HOA7,0.23976369718711885,0.167835263369056,"[0.56995, 0.38433, 0.77273]","[(0.56006, 0.57983), (0.35854, 0.41013), (0.59761, 0.94785)]","[0.64193, 0.66991, 0.88139]","[(0.61671, 0.66715), (0.66053, 0.67929), (0.87534, 0.88743)]"
OA65,0.19463130410481555,0.18528801095811362,"[0.23094, 0.5702, 0.09091]","[(0.2221, 0.23978), (0.55287, 0.58753), (-0.02922, 0.21104)]","[0.83745, 0.31407, 0.86813]","[(0.82458, 0.85032), (0.30435, 0.32379), (0.86205, 0.87422)]"
KOA58,0.19611406183947375,0.22168709724558394,"[0.52812, 0.33557, 0.57895]","[(0.51763, 0.5386), (0.30462, 0.36652), (0.42196, 0.73593)]","[0.75429, 0.64751, 0.85346]","[(0.72665, 0.78193), (0.6375, 0.65752), (0.84638, 0.86053)]"
OA14,-0.13233054904801347,0.050130641787860405,"[0.37914, 0.38016, 0.05235]","[(0.36956, 0.38872), (0.36221, 0.3981), (0.0338, 0.07089)]","[0.65924, 0.59663, 0.75991]","[(0.64323, 0.67525), (0.58721, 0.60606), (0.75247, 0.76736)]"
OA56,0.05113731677014361,0.13528378935132648,"[0.31002, 0.4688, 0.38095]","[(0.29655, 0.32348), (0.44001, 0.4976), (0.32544, 0.43646)]","[0.73204, 0.44716, 0.8477]","[(0.70923, 0.75486), (0.43313, 0.46119), (0.83836, 0.85704)]"
KOA67,-0.17394142120378975,-0.04258970301714367,"[0.30222, 0.31115, 0.18545]","[(0.29112, 0.31333), (0.29919, 0.32311), (0.16249, 0.20842)]","[0.68757, 0.66758, 0.61433]","[(0.6766, 0.69854), (0.65704, 0.67812), (0.60574, 0.62292)]"
HOA15,0.36603219236458184,0.325699155677574,"[0.42834, 0.34729, 0.33333]","[(0.41858, 0.4381), (0.3278, 0.36679), (-0.04387, 0.71054)]","[0.78895, 0.47265, 0.88082]","[(0.77226, 0.80563), (0.4628, 0.4825), (0.87506, 0.88658)]"
KOA10,0.1013411508554952,0.17733376389903963,"[0.33651, 0.33731, 0.05]","[(0.32664, 0.34638), (0.3215, 0.35312), (-0.01754, 0.11754)]","[0.82336, 0.65619, 0.63223]","[(0.81068, 0.83604), (0.6463, 0.66609), (0.62369, 0.64077)]"
OA27,0.32156079788211717,0.395943224383334,"[0.51572, 0.30182, 0.6323]","[(0.50374, 0.52771), (0.28211, 0.32153), (0.59061, 0.67398)]","[0.80446, 0.64905, 0.78932]","[(0.78921, 0.81972), (0.63802, 0.66008), (0.78078, 0.79786)]"
OA22,0.2993929032117769,0.3301512054427744,"[0.40132, 0.41398, 0.38608]","[(0.39133, 0.41131), (0.39934, 0.42862), (0.35924, 0.41292)]","[0.8113, 0.50152, 0.81155]","[(0.80106, 0.82153), (0.49196, 0.51108), (0.80498, 0.81813)]"
OA78,0.05668295935253553,0.25851199224949567,"[0.66662, 0.34507, 0.10101]","[(0.65576, 0.67749), (0.32817, 0.36197), (0.07133, 0.13069)]","[0.61234, 0.77963, 0.83012]","[(0.59605, 0.62863), (0.77033, 0.78893), (0.82286, 0.83738)]"
OA19,0.2036860016515261,0.335205334220715,"[0.40492, 0.38059, 0.55063]","[(0.39207, 0.41777), (0.36559, 0.39558), (0.51185, 0.58941)]","[0.83991, 0.6026, 0.70002]","[(0.82939, 0.85044), (0.59045, 0.61474), (0.69087, 0.70917)]"
KOA49,-0.049356542064406664,-0.06402462120758766,"[0.32826, 0.35779, 0.225]","[(0.31837, 0.33814), (0.34292, 0.37265), (0.17609, 0.27391)]","[0.562, 0.52335, 0.80512]","[(0.54713, 0.57688), (0.513, 0.5337), (0.79822, 0.81202)]"
KOA18,0.21253528237390445,0.18375827545027024,"[0.20692, 0.48314, nan]","[(0.19879, 0.21505), (0.45662, 0.50966), (nan, nan)]","[0.92082, 0.41289, 0.76504]","[(0.90649, 0.93515), (0.40301, 0.42277), (0.75708, 0.773)]"
KOA12,0.3116885707311316,0.3683231721543016,"[0.41, 0.25657, 0.5]","[(0.39921, 0.4208), (0.24357, 0.26957), (0.39553, 0.60447)]","[0.85947, 0.64964, 0.63235]","[(0.84923, 0.86971), (0.63923, 0.66005), (0.62383, 0.64086)]"
KOA53,0.1658410722764973,0.2130236115565763,"[0.39316, 0.34202, 0.49242]","[(0.38381, 0.4025), (0.32296, 0.36108), (0.40714, 0.57771)]","[0.79737, 0.6154, 0.73547]","[(0.78165, 0.81309), (0.60615, 0.62465), (0.72785, 0.74309)]"
KOA73,0.1342219139957607,0.1554449693978531,"[0.37681, 0.31609, 0.3]","[(0.36794, 0.38567), (0.28155, 0.35063), (0.13601, 0.46399)]","[0.82507, 0.57607, 0.78279]","[(0.79743, 0.8527), (0.56704, 0.58509), (0.77547, 0.79012)]"
HOA16,0.22825937869791085,0.2439969313041221,"[0.22992, 0.16602, 0.86207]","[(0.22116, 0.23868), (0.14322, 0.18881), (0.77332, 0.95081)]","[0.92884, 0.58395, 0.60568]","[(0.91352, 0.94415), (0.57372, 0.59418), (0.59605, 0.61532)]"
HOA6,0.028586949301360916,0.09985817256349928,"[0.29332, 0.30877, 0.34]","[(0.28425, 0.30239), (0.29313, 0.32441), (0.24715, 0.43285)]","[0.69409, 0.49785, 0.75008]","[(0.67872, 0.70946), (0.48794, 0.50776), (0.74264, 0.75751)]"
HOA41,0.07300894618063064,0.25079673026400773,"[0.40865, 0.29692, 0.32326]","[(0.39789, 0.41941), (0.28256, 0.31127), (0.27905, 0.36746)]","[0.73472, 0.56565, 0.75214]","[(0.72156, 0.74789), (0.55508, 0.57622), (0.74439, 0.75989)]"
KOA42,0.3223740804374627,0.27261037027058416,"[0.47992, 0.32637, 0.10377]","[(0.47075, 0.48909), (0.3105, 0.34225), (0.04572, 0.16183)]","[0.70127, 0.5271, 0.87749]","[(0.68602, 0.71653), (0.51798, 0.53622), (0.8722, 0.88278)]"
OA68,0.21727620192498656,0.3049633084467014,"[0.64496, 0.36111, 0.31373]","[(0.63483, 0.65509), (0.33798, 0.38425), (0.26174, 0.36572)]","[0.69878, 0.72481, 0.8751]","[(0.67848, 0.71908), (0.71552, 0.73411), (0.86869, 0.88151)]"
KOA2,0.1850489270251452,0.2483369874358486,"[0.32512, 0.47145, 0.37964]","[(0.31578, 0.33446), (0.45402, 0.48887), (0.3547, 0.40459)]","[0.84629, 0.49685, 0.78244]","[(0.83587, 0.8567), (0.48755, 0.50615), (0.77529, 0.78958)]"
