Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
HOA8,0.05956152630230611,-6.375019787628997e-05,"[0.16079, 0.12438, 0.76389]","[(0.15393, 0.16765), (0.10833, 0.14044), (0.66579, 0.86199)]","[0.87677, 0.92238, 0.23939]","[(0.86112, 0.89241), (0.9174, 0.92736), (0.23195, 0.24683)]"
HOA48,0.06729818605759365,0.05474936732874417,"[0.16925, 0.16298, 0.76401]","[(0.15902, 0.17948), (0.15281, 0.17315), (0.73205, 0.79597)]","[0.8914, 0.86223, 0.29014]","[(0.88336, 0.89945), (0.85339, 0.87108), (0.28135, 0.29894)]"
KOA9,0.1413519990430234,0.14684962672180082,"[0.3333, 0.15356, 0.72414]","[(0.32384, 0.34275), (0.14061, 0.16652), (0.60911, 0.83916)]","[0.83454, 0.86844, 0.4303]","[(0.82132, 0.84776), (0.86168, 0.8752), (0.42163, 0.43898)]"
OA52,0.13989526061198956,0.04280539977559354,"[0.22236, 0.15105, 0.725]","[(0.21278, 0.23194), (0.13869, 0.16342), (0.58662, 0.86338)]","[0.83915, 0.88084, 0.33241]","[(0.82655, 0.85176), (0.8734, 0.88829), (0.32338, 0.34144)]"
OA12,0.14428239683216676,0.1329547163426146,"[0.1778, 0.12673, 0.86667]","[(0.16579, 0.18981), (0.1046, 0.14886), (0.78065, 0.95268)]","[0.87177, 0.74696, 0.40189]","[(0.85026, 0.89328), (0.73341, 0.76052), (0.38796, 0.41582)]"
OA58,0.35442542529163035,0.29088281091206647,"[0.28466, 0.08305, 0.88667]","[(0.26064, 0.30868), (0.06078, 0.10532), (0.85079, 0.92254)]","[0.92022, 0.875, 0.34892]","[(0.90242, 0.93803), (0.85907, 0.89093), (0.32774, 0.3701)]"
HOA19,0.04813401238007852,-0.029329351997034937,"[0.18587, 0.17457, 0.86585]","[(0.17771, 0.19403), (0.15668, 0.19245), (0.79209, 0.93962)]","[0.80905, 0.87043, 0.32518]","[(0.79095, 0.82715), (0.86342, 0.87744), (0.3162, 0.33415)]"
HOA2,-0.006919245320494586,0.04363241844061662,"[0.15337, 0.16983, 0.95455]","[(0.14659, 0.16014), (0.14914, 0.19051), (0.8675, 1.04159)]","[0.875, 0.7917, 0.35521]","[(0.85694, 0.89306), (0.78408, 0.79933), (0.3467, 0.36373)]"
OA43,0.34750537527337844,0.26443306472072814,"[0.25935, 0.20085, 0.8193]","[(0.24849, 0.27022), (0.18611, 0.21559), (0.8029, 0.8357)]","[0.90428, 0.80139, 0.43401]","[(0.89609, 0.91248), (0.79284, 0.80993), (0.42382, 0.4442)]"
OA50,0.1189662879551551,0.18114447651486168,"[0.36754, 0.10169, 0.60714]","[(0.35043, 0.38465), (0.08352, 0.11987), (0.42624, 0.78804)]","[0.78624, 0.84211, 0.47106]","[(0.7619, 0.81058), (0.82922, 0.85499), (0.4558, 0.48632)]"
KOA16,0.11894078468273679,0.07086144193757209,"[0.23295, 0.13998, 0.7534]","[(0.22479, 0.24112), (0.12912, 0.15084), (0.71856, 0.78824)]","[0.80865, 0.82659, 0.39055]","[(0.79717, 0.82013), (0.81948, 0.83371), (0.38253, 0.39857)]"
HOA11,0.37429376340513243,0.35105462910743646,"[0.35991, 0.10929, 0.9096]","[(0.349, 0.37082), (0.0975, 0.12108), (0.89082, 0.92837)]","[0.91718, 0.83837, 0.44767]","[(0.90816, 0.9262), (0.83047, 0.84628), (0.43799, 0.45735)]"
KOA38,-0.15913479735519123,-0.09116000517875937,"[0.13083, 0.11621, 0.67981]","[(0.12376, 0.13789), (0.10046, 0.13195), (0.65145, 0.70816)]","[0.76976, 0.88797, 0.26102]","[(0.75367, 0.78584), (0.88172, 0.89422), (0.25256, 0.26948)]"
OA1,-0.061897716175462525,-0.06691705417104123,"[0.13891, 0.15315, 0.55]","[(0.12876, 0.14907), (0.13773, 0.16857), (0.46759, 0.63241)]","[0.80993, 0.85292, 0.30189]","[(0.79367, 0.82619), (0.84268, 0.86316), (0.29078, 0.31301)]"
KOA54,-0.01635778335482198,-0.0011670336248465933,"[0.09919, 0.15471, 0.625]","[(0.09357, 0.10481), (0.13752, 0.1719), (0.38778, 0.86222)]","[0.90443, 0.85033, 0.24889]","[(0.89052, 0.91834), (0.84363, 0.85703), (0.24133, 0.25645)]"
KOA29,0.06413788084620504,0.031829714508697045,"[0.15946, 0.1173, 0.88557]","[(0.15115, 0.16778), (0.10588, 0.12872), (0.85445, 0.91669)]","[0.86364, 0.89379, 0.26709]","[(0.85219, 0.87508), (0.88697, 0.9006), (0.25863, 0.27555)]"
KOA11,0.11611304597456654,0.014876755191907218,"[0.16285, 0.21338, 0.85417]","[(0.15551, 0.1702), (0.18924, 0.23753), (0.78356, 0.92477)]","[0.83028, 0.76689, 0.39693]","[(0.80906, 0.8515), (0.75852, 0.77526), (0.3877, 0.40615)]"
KOA60,0.028715655363743726,-0.011940969778386273,"[0.22834, 0.13856, 0.7]","[(0.22052, 0.23616), (0.12023, 0.1569), (0.49916, 0.90084)]","[0.77168, 0.88532, 0.34571]","[(0.74956, 0.79379), (0.87939, 0.89124), (0.33735, 0.35407)]"
OA17,-0.016782834952244217,0.054798200332334415,"[0.12232, 0.08694, 0.81683]","[(0.11566, 0.12897), (0.0793, 0.09458), (0.76349, 0.87017)]","[0.90708, 0.89804, 0.20848]","[(0.89935, 0.91481), (0.89196, 0.90413), (0.20187, 0.21508)]"
OA48,0.062451970074506195,0.04261931598108769,"[0.11543, 0.085, 1.0]","[(0.10088, 0.12997), (0.06567, 0.10433), (1.0, 1.0)]","[0.89925, 0.89128, 0.21289]","[(0.87845, 0.92006), (0.87713, 0.90544), (0.19731, 0.22846)]"
KOA17,0.27369683329836203,0.16810159695102228,"[0.21214, 0.10453, 0.93796]","[(0.20322, 0.22106), (0.09008, 0.11898), (0.90939, 0.96652)]","[0.91683, 0.846, 0.33967]","[(0.90472, 0.92895), (0.83825, 0.85374), (0.33028, 0.34905)]"
KOA4,0.052383427560732575,0.11866501567507137,"[0.47685, 0.17368, 0.75]","[(0.46762, 0.48607), (0.15169, 0.19568), (0.63231, 0.86769)]","[0.76846, 0.92953, 0.53448]","[(0.74451, 0.7924), (0.92482, 0.93424), (0.52571, 0.54326)]"
OA39,-0.0065735128101041965,-0.01023949708457034,"[0.22459, 0.19163, 0.62557]","[(0.213, 0.23618), (0.17462, 0.20865), (0.58025, 0.6709)]","[0.81195, 0.87297, 0.35613]","[(0.79661, 0.82728), (0.8641, 0.88184), (0.34494, 0.36732)]"
KOA47,,0.12193863440070064,"[0.23299, 0.15319, 0.77778]","[(0.22346, 0.24252), (0.13892, 0.16745), (0.74577, 0.80979)]","[0.86014, 0.82699, 0.38422]","[(0.84792, 0.87236), (0.81881, 0.83518), (0.37469, 0.39376)]"
HOA37,0.1752556870972254,0.08308860026160163,"[0.11043, 0.06962, 1.0]","[(0.10362, 0.11724), (0.06144, 0.0778), (1.0, 1.0)]","[0.92485, 0.90497, 0.18917]","[(0.91658, 0.93311), (0.89867, 0.91127), (0.18212, 0.19622)]"
HOA32,0.09936181153401068,0.0801689119104492,"[0.16345, 0.13281, 0.75441]","[(0.1561, 0.17079), (0.11855, 0.14707), (0.72206, 0.78676)]","[0.86134, 0.80899, 0.34409]","[(0.84867, 0.87402), (0.80144, 0.81655), (0.33555, 0.35262)]"
KOA75,0.02857614314369125,-0.05275077155904075,"[0.15696, 0.1553, 0.76471]","[(0.14953, 0.16439), (0.13928, 0.17131), (0.62212, 0.90729)]","[0.78579, 0.84665, 0.32113]","[(0.7678, 0.80378), (0.8393, 0.85399), (0.31247, 0.32979)]"
KOA25,0.12231813172749731,0.0710332523703652,"[0.20323, 0.15777, 0.86364]","[(0.19392, 0.21255), (0.14017, 0.17537), (0.76223, 0.96504)]","[0.81028, 0.75159, 0.43369]","[(0.7916, 0.82897), (0.74162, 0.76156), (0.42335, 0.44403)]"
KOA14,0.19199982857909023,0.13839191672181098,"[0.11695, 0.0878, 0.92857]","[(0.11005, 0.12386), (0.07199, 0.10362), (0.83318, 1.02397)]","[0.94913, 0.7871, 0.30582]","[(0.93698, 0.96127), (0.77832, 0.79588), (0.29658, 0.31505)]"
KOA5,0.08888623350254778,0.058443639086989026,"[0.19515, 0.1495, 0.76667]","[(0.18731, 0.20299), (0.13628, 0.16272), (0.69898, 0.83435)]","[0.85506, 0.84129, 0.34153]","[(0.84235, 0.86777), (0.83412, 0.84847), (0.33325, 0.3498)]"
HOA27,-0.060158573878978744,-0.12659295083509378,"[0.1336, 0.1315, 0.56711]","[(0.12721, 0.13999), (0.11891, 0.14409), (0.51086, 0.62337)]","[0.77626, 0.90211, 0.25413]","[(0.7615, 0.79101), (0.8966, 0.90761), (0.24683, 0.26143)]"
HOA1,0.26982622859067407,0.1937903885055271,"[0.30441, 0.07364, 0.85938]","[(0.29567, 0.31315), (0.0616, 0.08569), (0.79915, 0.9196)]","[0.87952, 0.84088, 0.4259]","[(0.86502, 0.89403), (0.83397, 0.84779), (0.41722, 0.43458)]"
KOA6,0.192956175783051,0.08970849048946848,"[0.26457, 0.1311, 0.88131]","[(0.25543, 0.2737), (0.11901, 0.1432), (0.84946, 0.91317)]","[0.78529, 0.83654, 0.41605]","[(0.77146, 0.79912), (0.82905, 0.84403), (0.40721, 0.42489)]"
OA16,0.11550650484628029,0.07167681015266406,"[0.19683, 0.19239, 0.91875]","[(0.18748, 0.20618), (0.17498, 0.20979), (0.87641, 0.96109)]","[0.86761, 0.81704, 0.37183]","[(0.85321, 0.882), (0.80805, 0.82604), (0.36179, 0.38186)]"
OA32,,0.22003852336865798,"[0.4507, 0.15686, 0.84884]","[(0.43706, 0.46434), (0.13334, 0.18039), (0.77313, 0.92455)]","[0.7739, 0.77761, 0.63317]","[(0.74803, 0.79978), (0.7663, 0.78891), (0.621, 0.64533)]"
OA71,0.12119356576454393,0.09307816707631336,"[0.30769, 0.17949, 0.92857]","[(0.29237, 0.32302), (0.15381, 0.20517), (0.79366, 1.06348)]","[0.80619, 0.8422, 0.44818]","[(0.77996, 0.83243), (0.83011, 0.85428), (0.43339, 0.46297)]"
HOA9,0.09338439900987448,0.05368878799584878,"[0.19586, 0.13492, 0.5]","[(0.1873, 0.20442), (0.07527, 0.19457), (0.01, 0.99)]","[0.93846, 0.78184, 0.41064]","[(0.89715, 0.97977), (0.77293, 0.79075), (0.40011, 0.42117)]"
HOA36,0.06889311887951004,0.10024083770166504,"[0.26734, 0.17987, 0.88889]","[(0.25889, 0.27578), (0.161, 0.19875), (0.7437, 1.03407)]","[0.86443, 0.82618, 0.425]","[(0.8477, 0.88116), (0.81895, 0.8334), (0.4162, 0.43379)]"
OA75,-0.03360175791030555,-0.015636777762239155,"[0.18668, 0.1604, 0.83871]","[(0.17431, 0.19905), (0.13776, 0.18303), (0.74716, 0.93026)]","[0.80131, 0.85578, 0.33914]","[(0.77742, 0.82519), (0.84472, 0.86684), (0.32578, 0.3525)]"
OA31,0.0549033446319986,0.03510000114353243,"[0.23126, 0.16714, 0.64444]","[(0.22278, 0.23974), (0.15338, 0.1809), (0.595, 0.69389)]","[0.80528, 0.83347, 0.38973]","[(0.79152, 0.81903), (0.82611, 0.84082), (0.38112, 0.39834)]"
OA63,,0.015205005612442963,"[0.18887, 0.11209, 0.89024]","[(0.17833, 0.19941), (0.09598, 0.12821), (0.82259, 0.9579)]","[0.77671, 0.82349, 0.36237]","[(0.756, 0.79741), (0.8133, 0.83367), (0.35093, 0.37382)]"
OA41,0.11267813363589,0.049695119396976364,"[0.09405, 0.07415, 0.91304]","[(0.08647, 0.10162), (0.06216, 0.08615), (0.87233, 0.95376)]","[0.90436, 0.88327, 0.20387]","[(0.89153, 0.91719), (0.87507, 0.89147), (0.19478, 0.21296)]"
OA45,0.21191253436990634,0.11509324921256875,"[0.08375, 0.02427, 0.83333]","[(0.06455, 0.10295), (0.00941, 0.03913), (0.53513, 1.13154)]","[0.97847, 0.96898, 0.09076]","[(0.96455, 0.99238), (0.95701, 0.98095), (0.07459, 0.10693)]"
HOA46,-0.027073891480478375,-0.06209511089356861,"[0.18231, 0.22761, 1.0]","[(0.17417, 0.19046), (0.20251, 0.25271), (1.0, 1.0)]","[0.76345, 0.81608, 0.37732]","[(0.73808, 0.78882), (0.8079, 0.82425), (0.36767, 0.38697)]"
OA35,0.0021862519421648025,0.026058166431516015,"[0.30761, 0.19707, 0.45405]","[(0.29803, 0.31719), (0.18633, 0.20782), (0.43334, 0.47477)]","[0.71184, 0.75085, 0.52885]","[(0.70158, 0.7221), (0.74282, 0.75889), (0.52063, 0.53707)]"
OA49,0.14162629371476224,0.10045253987910832,"[0.20714, 0.12024, 0.66667]","[(0.19344, 0.22085), (0.10149, 0.13899), (0.28946, 1.04387)]","[0.88296, 0.87106, 0.31067]","[(0.86448, 0.90144), (0.85974, 0.88239), (0.29718, 0.32417)]"
OA24,0.12880217576180703,0.13624208472778382,"[0.18735, 0.14691, 0.76555]","[(0.17748, 0.19723), (0.13274, 0.16109), (0.72494, 0.80616)]","[0.86603, 0.76201, 0.39094]","[(0.85344, 0.87861), (0.75159, 0.77243), (0.3805, 0.40138)]"
OA53,0.20410260769294525,0.17187038892210543,"[0.18445, 0.14763, 0.87]","[(0.17586, 0.19304), (0.13653, 0.15873), (0.80408, 0.93592)]","[0.92516, 0.80476, 0.32843]","[(0.91703, 0.93329), (0.79604, 0.81349), (0.31994, 0.33692)]"
HOA7,0.2941863810684753,0.3180662301745261,"[0.41002, 0.08346, 0.86364]","[(0.4002, 0.41985), (0.06879, 0.09812), (0.72023, 1.00704)]","[0.93804, 0.77004, 0.57889]","[(0.92536, 0.95072), (0.76164, 0.77843), (0.56967, 0.58812)]"
OA65,-0.08339227931888332,-0.13456356456839688,"[0.12869, 0.1873, 0.77273]","[(0.12167, 0.13572), (0.17364, 0.20096), (0.59761, 0.94785)]","[0.76362, 0.83805, 0.32609]","[(0.7488, 0.77845), (0.83034, 0.84577), (0.31765, 0.33452)]"
KOA58,0.033480020014961115,0.004515474884771556,"[0.1913, 0.21253, 0.76316]","[(0.18304, 0.19956), (0.18571, 0.23935), (0.62798, 0.89833)]","[0.86266, 0.85843, 0.33462]","[(0.84056, 0.88476), (0.85113, 0.86574), (0.32518, 0.34405)]"
OA14,-0.0288376097090999,-0.02999536089455598,"[0.12604, 0.17212, 0.80505]","[(0.11949, 0.1326), (0.15817, 0.18607), (0.77207, 0.83804)]","[0.8678, 0.8725, 0.26766]","[(0.85635, 0.87924), (0.86609, 0.87891), (0.25994, 0.27537)]"
OA56,0.18860880870655872,0.09887319908401454,"[0.3056, 0.13258, 0.78571]","[(0.29219, 0.31902), (0.11302, 0.15215), (0.73881, 0.83262)]","[0.78798, 0.86759, 0.42578]","[(0.76693, 0.80904), (0.85803, 0.87715), (0.41293, 0.43864)]"
KOA67,0.16822040617730602,0.29014746638504885,"[0.30268, 0.15184, 0.87727]","[(0.29157, 0.31379), (0.14257, 0.16111), (0.85788, 0.89666)]","[0.89863, 0.82055, 0.38932]","[(0.89148, 0.90577), (0.81196, 0.82914), (0.38071, 0.39793)]"
HOA15,0.029760787205467598,0.08658274290362657,"[0.3283, 0.21335, 0.66667]","[(0.31903, 0.33757), (0.19658, 0.23012), (0.28946, 1.04387)]","[0.72019, 0.70219, 0.60117]","[(0.70184, 0.73855), (0.69317, 0.71121), (0.59246, 0.60987)]"
KOA10,0.28207037759967907,0.2905456380435086,"[0.27146, 0.10041, 0.975]","[(0.26217, 0.28075), (0.09036, 0.11046), (0.92662, 1.02338)]","[0.93383, 0.79679, 0.38901]","[(0.92557, 0.9421), (0.78841, 0.80517), (0.38037, 0.39764)]"
OA27,-0.17991031083170533,-0.20165639227439333,"[0.15843, 0.1953, 0.59339]","[(0.14967, 0.16719), (0.17828, 0.21232), (0.55092, 0.63585)]","[0.75212, 0.93145, 0.27311]","[(0.73551, 0.76872), (0.92561, 0.93729), (0.26378, 0.28244)]"
OA22,0.24943419782021006,0.12677616582548243,"[0.30535, 0.17065, 0.82041]","[(0.29596, 0.31473), (0.15947, 0.18184), (0.79925, 0.84157)]","[0.78902, 0.85637, 0.44371]","[(0.77835, 0.7997), (0.84966, 0.86307), (0.43536, 0.45206)]"
OA78,0.05881025589928158,0.04471064999232062,"[0.06347, 0.12434, 0.79293]","[(0.05785, 0.06909), (0.11261, 0.13607), (0.75302, 0.83284)]","[0.94296, 0.83862, 0.21242]","[(0.9352, 0.95071), (0.83037, 0.84688), (0.20451, 0.22033)]"
OA19,-0.049753371744848035,-0.013625413744673971,"[0.12772, 0.17974, 0.7943]","[(0.11898, 0.13646), (0.16788, 0.1916), (0.76279, 0.82582)]","[0.88777, 0.87272, 0.27268]","[(0.87871, 0.89683), (0.86444, 0.88099), (0.26379, 0.28157)]"
KOA49,0.4654139673345,0.38454694927382943,"[0.32941, 0.10816, 0.99286]","[(0.31952, 0.33931), (0.09853, 0.11779), (0.98299, 1.00272)]","[0.92255, 0.74939, 0.46273]","[(0.91454, 0.93057), (0.74041, 0.75836), (0.45404, 0.47141)]"
KOA18,-0.07985444562585842,-0.09629953297755925,"[0.23208, 0.14956, nan]","[(0.2236, 0.24055), (0.13063, 0.16849), (nan, nan)]","[0.6217, 0.82034, 0.42627]","[(0.59596, 0.64744), (0.81263, 0.82804), (0.41698, 0.43555)]"
KOA12,0.035690216177420395,0.05724008397550509,"[0.28742, 0.08714, 0.71591]","[(0.27748, 0.29735), (0.07874, 0.09553), (0.62168, 0.81014)]","[0.73949, 0.87057, 0.39323]","[(0.72656, 0.75242), (0.86324, 0.87789), (0.3846, 0.40186)]"
KOA53,0.12611214835495987,0.13047829468041597,"[0.22036, 0.12605, 0.79545]","[(0.21243, 0.22829), (0.11272, 0.13939), (0.72664, 0.86427)]","[0.90167, 0.85015, 0.34369]","[(0.89003, 0.91332), (0.84336, 0.85694), (0.33549, 0.3519)]"
KOA73,0.08438868398399048,0.07256765251859619,"[0.14496, 0.10632, 0.7]","[(0.13852, 0.1514), (0.08342, 0.12922), (0.53601, 0.86399)]","[0.91047, 0.79689, 0.33935]","[(0.8897, 0.93124), (0.78954, 0.80424), (0.33094, 0.34776)]"
HOA16,0.10391997636106765,0.09932697176158918,"[0.26343, 0.25879, 0.77586]","[(0.25425, 0.2726), (0.23196, 0.28561), (0.66854, 0.88318)]","[0.8817, 0.76182, 0.48948]","[(0.86246, 0.90094), (0.75299, 0.77066), (0.47963, 0.49934)]"
HOA6,0.047148475457416655,0.04428759190445927,"[0.22436, 0.1608, 0.55]","[(0.21605, 0.23267), (0.14836, 0.17324), (0.45249, 0.64751)]","[0.83893, 0.86124, 0.35135]","[(0.82667, 0.8512), (0.85438, 0.86809), (0.34315, 0.35955)]"
HOA41,0.125061391097179,0.07137218981409663,"[0.18195, 0.12082, 0.84419]","[(0.17351, 0.1904), (0.11058, 0.13106), (0.80991, 0.87847)]","[0.89236, 0.90774, 0.26087]","[(0.88312, 0.9016), (0.90157, 0.91391), (0.25298, 0.26875)]"
KOA42,0.03302622088123007,0.019768064200768768,"[0.25715, 0.19958, 0.81132]","[(0.24912, 0.26517), (0.18605, 0.21311), (0.73684, 0.8858)]","[0.81608, 0.88412, 0.3762]","[(0.80317, 0.82899), (0.87827, 0.88997), (0.36839, 0.38402)]"
OA68,0.21988198038355491,0.18866537276570008,"[0.44444, 0.18297, 0.74183]","[(0.43392, 0.45497), (0.16435, 0.20159), (0.6928, 0.79086)]","[0.77472, 0.83108, 0.58421]","[(0.75623, 0.79321), (0.82328, 0.83888), (0.57466, 0.59377)]"
KOA2,0.10321348858799592,0.05513417837530602,"[0.27407, 0.12659, 0.67331]","[(0.26518, 0.28297), (0.11498, 0.13819), (0.64921, 0.69742)]","[0.7195, 0.8112, 0.46534]","[(0.70652, 0.73247), (0.80392, 0.81847), (0.4567, 0.47398)]"
