Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
OA17,-0.1138052366670124,-0.13846768649196226,"[0.73131, 0.11447, 0.0]","[(0.72805, 0.73457), (0.10965, 0.11929), (0.0, 0.0)]","[0.11934, 0.73185, 1.0]","[(0.11455, 0.12414), (0.72861, 0.73509), (1.0, 1.0)]"
HOA30,-0.09295701563012716,-0.10823610335400896,"[0.58186, 0.16371, 0.00422]","[(0.57843, 0.5853), (0.15183, 0.1756), (-0.00403, 0.01247)]","[0.16831, 0.5824, 1.0]","[(0.15666, 0.17996), (0.57897, 0.58583), (1.0, 1.0)]"
OA2,-0.19641075269839897,-0.2193252589987739,"[0.53521, 0.16922, 0.0]","[(0.52773, 0.54269), (0.1561, 0.18233), (0.0, 0.0)]","[0.17032, 0.53747, 1.0]","[(0.15746, 0.18318), (0.53002, 0.54492), (1.0, 1.0)]"
KOA56,-0.15504961452554306,-0.17007747049570224,"[0.55724, 0.172, 0.0]","[(0.55313, 0.56135), (0.16399, 0.18001), (0.0, 0.0)]","[0.20028, 0.55691, 1.0]","[(0.1922, 0.20835), (0.55283, 0.56099), (1.0, 1.0)]"
OA29,-0.1274276645474497,-0.17620419384371452,"[0.25976, 0.42021, 0.0]","[(0.25438, 0.26514), (0.3962, 0.44422), (0.0, 0.0)]","[0.41159, 0.26096, 1.0]","[(0.38801, 0.43516), (0.25558, 0.26634), (1.0, 1.0)]"
KOA46,-0.12480968634275377,-0.053797346606078336,"[0.84516, 0.09097, 0.0]","[(0.84232, 0.848), (0.08462, 0.09731), (0.0, 0.0)]","[0.09491, 0.845, 1.0]","[(0.08858, 0.10123), (0.84217, 0.84784), (1.0, 1.0)]"
KOA41,-0.08213779051725141,-0.12467274568778366,"[0.28159, 0.06312]","[(0.2782, 0.28498), (0.04195, 0.08428)]","[0.06312, 0.28159]","[(0.04195, 0.08428), (0.2782, 0.28498)]"
KOA57,0.11832863621886859,-0.006485544494851013,"[0.71994, 0.26851, 0.0]","[(0.71651, 0.72336), (0.25995, 0.27707), (0.0, 0.0)]","[0.27119, 0.71957, 0.99997]","[(0.26266, 0.27971), (0.71614, 0.72299), (0.99994, 1.00001)]"
KOA58,-0.11085971447997953,-0.10279889633489575,"[0.5934, 0.1305, 0.0]","[(0.58939, 0.59741), (0.11614, 0.14485), (0.0, 0.0)]","[0.13766, 0.5934, 1.0]","[(0.12317, 0.15215), (0.58939, 0.59742), (1.0, 1.0)]"
OA40,-0.034406142408864894,-0.07400141690932206,"[0.23796, 0.6409, 0.0]","[(0.23478, 0.24114), (0.62819, 0.65361), (0.0, 0.0)]","[0.64107, 0.23865, 0.99953]","[(0.62849, 0.65365), (0.23547, 0.24183), (0.99937, 0.99969)]"
HOA33,-0.0502040156069834,-0.18788346281592844,"[0.2979, 0.31579, 0.01122]","[(0.2944, 0.3014), (0.30186, 0.32972), (0.00295, 0.01948)]","[0.35068, 0.29973, 0.99937]","[(0.33732, 0.36405), (0.29624, 0.30322), (0.99918, 0.99956)]"
OA7,-0.034544655949035205,-0.16232321801946714,"[0.40931, 0.31577, 0.04637]","[(0.40529, 0.41334), (0.30518, 0.32636), (0.03178, 0.06096)]","[0.33943, 0.41115, 0.99932]","[(0.32918, 0.34968), (0.40714, 0.41515), (0.99912, 0.99952)]"
KOA74,0.1178974607621093,-0.04071398327042422,"[0.58749, 0.25585, 0.00221]","[(0.58357, 0.59142), (0.24703, 0.26466), (0.00044, 0.00399)]","[0.34472, 0.57733, 0.99993]","[(0.33626, 0.35318), (0.57347, 0.58118), (0.99987, 0.99999)]"
HOA16,-0.19270908406001006,-0.08192665702057371,"[0.90092, 0.02993, 0.0]","[(0.89839, 0.90346), (0.02624, 0.03363), (0.0, 0.0)]","[0.02991, 0.90093, 1.0]","[(0.02622, 0.03361), (0.8984, 0.90347), (1.0, 1.0)]"
KOA44,-0.06768247746201023,-0.1274407353681617,"[0.42924, 0.35884, 0.0]","[(0.42522, 0.43325), (0.34742, 0.37025), (0.0, 0.0)]","[0.36497, 0.42935, 1.0]","[(0.35371, 0.37624), (0.42534, 0.43335), (1.0, 1.0)]"
KOA24,0.010486413355768512,-0.06792011381883502,"[0.59512, 0.25428, 0.052]","[(0.59159, 0.59865), (0.2462, 0.26236), (0.04182, 0.06218)]","[0.29852, 0.60236, 0.99116]","[(0.29065, 0.30639), (0.59889, 0.60584), (0.99053, 0.99179)]"
HOA6,-0.049429250730797396,-0.12571927635012276,"[0.27082, 0.54845, 0.01117]","[(0.26749, 0.27415), (0.53892, 0.55799), (0.00513, 0.01721)]","[0.5608, 0.27513, 0.99721]","[(0.55178, 0.56982), (0.27181, 0.27844), (0.99684, 0.99758)]"
KOA55,-0.16221493300941858,-0.12040029753046516,"[0.61593, 0.19132, 0.00419]","[(0.61237, 0.61949), (0.18339, 0.19925), (9e-05, 0.00829)]","[0.20771, 0.61631, 0.99988]","[(0.19991, 0.2155), (0.61277, 0.61984), (0.9998, 0.99995)]"
KOA4,-0.0652528241652078,-0.09741541182702884,"[0.28933, 0.55947, 0.0]","[(0.28595, 0.29271), (0.54768, 0.57125), (0.0, 0.0)]","[0.55527, 0.28997, 1.0]","[(0.54356, 0.56697), (0.2866, 0.29335), (1.0, 1.0)]"
OA14,0.12350125900455958,-0.008178947472178547,"[0.47526, 0.45174, 0.03161]","[(0.47149, 0.47902), (0.44135, 0.46213), (0.02519, 0.03804)]","[0.50129, 0.47813, 0.99369]","[(0.49221, 0.51036), (0.47445, 0.48182), (0.99313, 0.99425)]"
HOA44,-0.06485057990071241,-0.20364643444105876,"[0.41897, 0.25021, 0.03166]","[(0.41489, 0.42304), (0.24085, 0.25958), (0.01685, 0.04647)]","[0.27702, 0.41898, 0.99937]","[(0.26764, 0.28639), (0.41493, 0.42303), (0.99917, 0.99956)]"
HOA41,-0.00770397674459164,-0.07604131038431719,"[0.48146, 0.40906, 0.01286]","[(0.47744, 0.48549), (0.40115, 0.41697), (0.00795, 0.01777)]","[0.42191, 0.48699, 0.99584]","[(0.41446, 0.42936), (0.48303, 0.49094), (0.99538, 0.99631)]"
OA8,0.03387592622209918,-0.03341412730495678,"[0.57421, 0.35028, 0.02834]","[(0.57005, 0.57838), (0.34031, 0.36026), (0.0206, 0.03609)]","[0.37446, 0.57407, 0.99898]","[(0.36522, 0.38369), (0.56998, 0.57817), (0.99874, 0.99923)]"
OA67,0.13780459489609576,0.007884504155216581,"[0.70379, 0.2382, 0.00041]","[(0.70005, 0.70752), (0.23209, 0.24432), (-0.00016, 0.00097)]","[0.28801, 0.68966, 0.99991]","[(0.28222, 0.29379), (0.68602, 0.6933), (0.99984, 0.99998)]"
KOA70,-0.2013154491030905,-0.2904619936912949,"[0.52354, 0.12858, 0.0]","[(0.5195, 0.52758), (0.12356, 0.13361), (0.0, 0.0)]","[0.13948, 0.52867, 1.0]","[(0.13448, 0.14447), (0.52469, 0.53266), (1.0, 1.0)]"
OA74,-0.03234892553413031,-0.09835600355735687,"[0.55427, 0.27922, 0.0]","[(0.55025, 0.55829), (0.26743, 0.29101), (0.0, 0.0)]","[0.27892, 0.55582, 1.0]","[(0.26767, 0.29018), (0.55182, 0.55982), (1.0, 1.0)]"
OA43,0.023491122506577568,-0.11744478522153931,"[0.7598, 0.104, 0.0]","[(0.75611, 0.76348), (0.09835, 0.10965), (0.0, 0.0)]","[0.11376, 0.75937, 0.9999]","[(0.10804, 0.11948), (0.7557, 0.76303), (0.99983, 0.99998)]"
KOA59,0.21396504124830096,-0.05619298996749543,"[0.50698, 0.22566, 0.10793]","[(0.5032, 0.51076), (0.21765, 0.23366), (0.09907, 0.11679)]","[0.37783, 0.50069, 0.99886]","[(0.37012, 0.38554), (0.49704, 0.50434), (0.99862, 0.99909)]"
KOA45,0.0657795884108209,-0.08106038259530997,"[0.51147, 0.29814, 0.00045]","[(0.50666, 0.51627), (0.28664, 0.30964), (-0.00043, 0.00133)]","[0.36923, 0.50812, 0.99958]","[(0.35885, 0.37961), (0.50343, 0.5128), (0.9994, 0.99976)]"
KOA7,0.11155245743947154,0.005900421158774359,"[0.76611, 0.16553, 0.00075]","[(0.76274, 0.76948), (0.15811, 0.17294), (-0.0001, 0.00161)]","[0.23007, 0.75696, 0.99982]","[(0.22301, 0.23714), (0.75365, 0.76027), (0.99971, 0.99992)]"
HOA34,-0.17179340229962822,-0.04827752856364047,"[0.92892, 0.02158, 0.0]","[(0.92689, 0.93096), (0.01742, 0.02574), (0.0, 0.0)]","[0.02367, 0.92887, 0.99991]","[(0.01932, 0.02802), (0.92684, 0.9309), (0.99984, 0.99998)]"
KOA31,-0.03628886192294775,-0.17032194722973093,"[0.51265, 0.22042, 0.0]","[(0.50884, 0.51645), (0.21169, 0.22914), (0.0, 0.0)]","[0.22332, 0.51285, 1.0]","[(0.21463, 0.23201), (0.50905, 0.51665), (1.0, 1.0)]"
OA32,-0.014906291911776365,-0.13034999818955822,"[0.08442, 0.74962, 0.0]","[(0.08149, 0.08735), (0.73058, 0.76866), (0.0, 0.0)]","[0.75314, 0.08579, 0.99923]","[(0.73492, 0.77136), (0.08284, 0.08873), (0.99895, 0.99952)]"
KOA63,-0.055239887224025855,-0.20470247735276614,"[0.33309, 0.37705, 0.00587]","[(0.32948, 0.3367), (0.36813, 0.38598), (0.00074, 0.011)]","[0.39092, 0.33452, 0.99984]","[(0.38225, 0.39958), (0.33093, 0.33811), (0.99976, 0.99993)]"
KOA9,-0.0644656211925172,-0.12073052988563217,"[0.34648, 0.49602, 0.0]","[(0.34275, 0.35021), (0.48732, 0.50472), (0.0, 0.0)]","[0.50135, 0.34894, 0.99989]","[(0.4931, 0.5096), (0.34525, 0.35264), (0.99982, 0.99997)]"
OA6,0.1548476865311934,0.07835303658123659,"[0.48232, 0.63965, 0.00065]","[(0.47821, 0.48644), (0.62463, 0.65468), (-0.00063, 0.00193)]","[0.65493, 0.478, 0.9997]","[(0.64232, 0.66755), (0.47394, 0.48207), (0.99956, 0.99984)]"
HOA9,0.04397679883932006,-0.16519797166876837,"[0.47841, 0.23176, 0.0]","[(0.4739, 0.48293), (0.21963, 0.24389), (0.0, 0.0)]","[0.23348, 0.47843, 1.0]","[(0.22136, 0.24561), (0.47391, 0.48294), (1.0, 1.0)]"
OA78,0.0173094933614577,-0.07099685101068269,"[0.78397, 0.11499, 0.00855]","[(0.7807, 0.78723), (0.10818, 0.1218), (-0.00108, 0.01818)]","[0.12771, 0.78313, 0.99968]","[(0.12072, 0.13469), (0.77987, 0.78639), (0.99955, 0.99982)]"
OA21,-0.03593304561623417,-0.06111684650066933,"[0.20884, 0.71375, 0.01087]","[(0.2055, 0.21217), (0.70307, 0.72443), (-0.00136, 0.0231)]","[0.71095, 0.20963, 0.99998]","[(0.70045, 0.72145), (0.2063, 0.21296), (0.99995, 1.00002)]"
KOA68,-0.15247294250551469,-0.25220679264384105,"[0.38114, 0.28558, 0.0]","[(0.37729, 0.38498), (0.27833, 0.29283), (0.0, 0.0)]","[0.30712, 0.38513, 0.99999]","[(0.30013, 0.3141), (0.38133, 0.38892), (0.99996, 1.00001)]"
OA4,0.3394085552495067,0.13440084171820235,"[0.70742, 0.30949, 0.04932]","[(0.70372, 0.71112), (0.30289, 0.3161), (0.04349, 0.05515)]","[0.40069, 0.68005, 0.99619]","[(0.3945, 0.40687), (0.67642, 0.68368), (0.99576, 0.99663)]"
OA50,0.12022026862729172,0.034309184921397,"[0.70253, 0.32858, 0.0]","[(0.69656, 0.7085), (0.30944, 0.34772), (0.0, 0.0)]","[0.34854, 0.70022, 1.0]","[(0.32961, 0.36748), (0.69425, 0.70619), (1.0, 1.0)]"
HOA29,-0.01740912030302418,-0.03799279149405201,"[0.43927, 0.42838, 0.0]","[(0.43583, 0.4427), (0.40311, 0.45365), (0.0, 0.0)]","[0.42231, 0.43954, 0.99998]","[(0.39773, 0.44689), (0.4361, 0.44297), (0.99994, 1.00001)]"
