Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
KOA18,0.09558746688953645,0.007545708200295339,"[0.13023, 0.08879, 0.22222]","[(0.12386, 0.1366), (0.06184, 0.11573), (-0.04939, 0.49384)]","[0.85812, 0.86811, 0.26051]","[(0.82541, 0.89084), (0.86171, 0.87451), (0.25237, 0.26866)]"
OA17,0.17107650792455123,0.1649155601099707,"[0.06688, 0.03408, 0.89552]","[(0.06231, 0.07146), (0.02782, 0.04034), (0.82228, 0.96877)]","[0.97117, 0.84748, 0.18534]","[(0.96545, 0.97688), (0.84092, 0.85405), (0.17906, 0.19163)]"
HOA30,0.10031700512113775,0.09752361821803325,"[0.07909, 0.04178, 1.0]","[(0.07447, 0.08371), (0.02715, 0.05642), (1.0, 1.0)]","[0.97581, 0.82714, 0.24266]","[(0.96477, 0.98685), (0.82068, 0.83361), (0.23552, 0.24981)]"
OA2,-0.052013842637554916,-0.03401101497992389,"[0.03579, 0.15043, 0.76923]","[(0.0289, 0.04268), (0.12146, 0.1794), (0.5402, 0.99827)]","[0.97324, 0.89063, 0.15034]","[(0.96031, 0.98618), (0.87908, 0.90218), (0.13829, 0.16239)]"
KOA56,0.07600014001381096,0.14595763666314135,"[0.20723, 0.14941, 0.82432]","[(0.19893, 0.21553), (0.13201, 0.16681), (0.76301, 0.88563)]","[0.92447, 0.80026, 0.38108]","[(0.91213, 0.93682), (0.79214, 0.80838), (0.37191, 0.39025)]"
OA29,0.0899154687237401,-0.0010393068110833988,"[0.06823, 0.10039, 1.0]","[(0.06066, 0.0758), (0.06379, 0.13699), (1.0, 1.0)]","[0.9291, 0.9022, 0.16667]","[(0.89838, 0.95983), (0.89329, 0.9111), (0.15581, 0.17753)]"
KOA46,0.050913553303374506,0.13374853761763272,"[0.23186, 0.07624, 1.0]","[(0.2237, 0.24003), (0.0626, 0.08987), (1.0, 1.0)]","[0.90989, 0.88262, 0.32708]","[(0.89533, 0.92444), (0.87641, 0.88884), (0.31859, 0.33557)]"
KOA41,0.13667835983516027,0.06259291836554348,"[0.22304, 0.01449, nan]","[(0.21535, 0.23073), (-0.01371, 0.04269), (nan, nan)]","[1.0, 0.79959, 0.42096]","[(1.0, 1.0), (0.7922, 0.80698), (0.41187, 0.43005)]"
KOA57,-0.09083129035092774,-0.1016899362845714,"[0.25219, 0.0797, 0.57895]","[(0.24406, 0.26031), (0.06699, 0.09241), (0.35694, 0.80095)]","[0.60919, 0.91065, 0.35931]","[(0.58641, 0.63197), (0.90532, 0.91599), (0.35097, 0.36765)]"
KOA58,0.08759379006132986,0.059169680905246866,"[0.12461, 0.08798, 0.875]","[(0.118, 0.13121), (0.05791, 0.11804), (0.64582, 1.10418)]","[0.92264, 0.80196, 0.31738]","[(0.89461, 0.95067), (0.79399, 0.80992), (0.30823, 0.32653)]"
OA40,-0.018416539835234162,0.025714273074212497,"[0.08212, 0.12037, 0.66667]","[(0.07709, 0.08716), (0.09991, 0.14083), (0.39994, 0.93339)]","[0.94309, 0.86615, 0.2128]","[(0.92861, 0.95756), (0.85992, 0.87239), (0.2056, 0.22)]"
HOA33,0.11051672373405558,0.17774285268965176,"[0.44763, 0.0879, 0.54839]","[(0.43832, 0.45695), (0.06683, 0.10896), (0.44724, 0.64953)]","[0.86785, 0.857, 0.56712]","[(0.84419, 0.89151), (0.85047, 0.86353), (0.55812, 0.57612)]"
OA7,-0.06991300517118951,-0.049637773069289355,"[0.15174, 0.26244, 0.5124]","[(0.14451, 0.15897), (0.23876, 0.28612), (0.42333, 0.60146)]","[0.85902, 0.82742, 0.3321]","[(0.84109, 0.87695), (0.81985, 0.83498), (0.32321, 0.34099)]"
KOA74,0.15322990558444255,0.1816246302608328,"[0.18553, 0.0268, 0.94601]","[(0.17786, 0.1932), (0.01932, 0.03428), (0.92455, 0.96747)]","[0.95264, 0.91034, 0.24734]","[(0.9438, 0.96148), (0.90483, 0.91586), (0.23951, 0.25517)]"
HOA16,0.15927767701562864,0.13908614266514863,"[0.19025, 0.04242, nan]","[(0.18209, 0.19841), (0.03182, 0.05301), (nan, nan)]","[0.92595, 0.8899, 0.27545]","[(0.91219, 0.93971), (0.88339, 0.89641), (0.26681, 0.28409)]"
KOA44,0.07306966220664507,0.0698375837200483,"[0.17908, 0.18467, 0.81081]","[(0.17144, 0.18673), (0.16283, 0.2065), (0.68461, 0.93701)]","[0.9016, 0.80398, 0.3652]","[(0.88509, 0.91811), (0.79608, 0.81188), (0.35615, 0.37425)]"
KOA24,0.07660888416075334,0.10988420287374935,"[0.22684, 0.15316, 0.65611]","[(0.21942, 0.23427), (0.13788, 0.16844), (0.59348, 0.71874)]","[0.92105, 0.86665, 0.33912]","[(0.91016, 0.93194), (0.86068, 0.87262), (0.33137, 0.34686)]"
HOA6,0.031828508265088776,0.02471958328371411,"[0.08241, 0.13035, 0.70909]","[(0.0773, 0.08751), (0.11588, 0.14482), (0.62421, 0.79397)]","[0.95158, 0.87276, 0.20384]","[(0.94258, 0.96057), (0.8666, 0.87891), (0.19698, 0.2107)]"
KOA55,0.2311062475390176,0.2266350782254195,"[0.22724, 0.03183, 0.92708]","[(0.21964, 0.23483), (0.02391, 0.03976), (0.87507, 0.97909)]","[0.96517, 0.85585, 0.32985]","[(0.95709, 0.97324), (0.84951, 0.86219), (0.32194, 0.33776)]"
KOA4,0.052118124489423205,0.01460826993024277,"[0.40225, 0.0582, 0.25]","[(0.39327, 0.41123), (0.04506, 0.07133), (0.03782, 0.46218)]","[0.59709, 0.89786, 0.49992]","[(0.56974, 0.62443), (0.89231, 0.9034), (0.49122, 0.50862)]"
OA14,-0.012668459986062324,-0.02240420404123124,"[0.13093, 0.21445, 0.62344]","[(0.12465, 0.13721), (0.19526, 0.23363), (0.57602, 0.67087)]","[0.93006, 0.86842, 0.26004]","[(0.9193, 0.94082), (0.86223, 0.8746), (0.25245, 0.26763)]"
HOA44,0.04879421267718523,0.04823401669385069,"[0.06702, 0.125, 0.97436]","[(0.06195, 0.0721), (0.10815, 0.14185), (0.93928, 1.00944)]","[0.96662, 0.86483, 0.19722]","[(0.9577, 0.97554), (0.85791, 0.87174), (0.18971, 0.20473)]"
HOA41,0.08022880351055564,0.10322661406010882,"[0.14636, 0.07587, 0.87634]","[(0.13928, 0.15344), (0.06628, 0.08547), (0.82904, 0.92365)]","[0.92256, 0.89524, 0.22911]","[(0.91317, 0.93195), (0.88916, 0.90131), (0.22174, 0.23647)]"
OA8,0.06646660411076878,0.11881073936014913,"[0.13058, 0.26448, 0.48444]","[(0.12357, 0.13759), (0.24357, 0.28539), (0.41914, 0.54975)]","[0.89504, 0.58375, 0.51829]","[(0.88138, 0.9087), (0.57361, 0.59388), (0.50877, 0.52782)]"
OA67,0.2228951943426541,0.24972645309529135,"[0.28828, 0.03163, 0.89327]","[(0.27902, 0.29755), (0.02592, 0.03735), (0.87014, 0.91641)]","[0.90415, 0.91993, 0.30416]","[(0.89534, 0.91296), (0.91457, 0.92528), (0.29619, 0.31214)]"
KOA70,0.27999955414033345,0.2719635964564234,"[0.24502, 0.0072, 0.9404]","[(0.23632, 0.25372), (0.00433, 0.01007), (0.90264, 0.97816)]","[0.93972, 0.89876, 0.27444]","[(0.93182, 0.94763), (0.89271, 0.90482), (0.26669, 0.2822)]"
OA74,0.20198969413045076,0.13691210553607364,"[0.34391, 0.06731, 0.80702]","[(0.33446, 0.35336), (0.05208, 0.08254), (0.70457, 0.90947)]","[0.82224, 0.86473, 0.45716]","[(0.79962, 0.84487), (0.85795, 0.87152), (0.44774, 0.46658)]"
OA43,0.21019200579142783,0.18728820354299325,"[0.15236, 0.01281, 0.94805]","[(0.14475, 0.15998), (0.00782, 0.0178), (0.89848, 0.99762)]","[0.97633, 0.92989, 0.18823]","[(0.96972, 0.98295), (0.9245, 0.93528), (0.18076, 0.19571)]"
KOA59,0.24516940375289564,0.22609234540268985,"[0.27418, 0.02333, 0.97162]","[(0.26586, 0.2825), (0.01666, 0.02999), (0.95966, 0.98359)]","[0.92478, 0.92074, 0.32199]","[(0.91485, 0.93471), (0.91586, 0.92562), (0.31396, 0.33002)]"
KOA45,0.03491565181913014,0.14013687996504373,"[0.24424, 0.16043, 0.7439]","[(0.23401, 0.25447), (0.13969, 0.18117), (0.69667, 0.79114)]","[0.91378, 0.8338, 0.38558]","[(0.89972, 0.92784), (0.82514, 0.84246), (0.3749, 0.39626)]"
KOA7,-0.03859015798810072,0.063950299742357,"[0.1045, 0.07517, 0.88245]","[(0.09856, 0.11043), (0.06218, 0.08816), (0.8564, 0.90851)]","[0.96728, 0.93415, 0.16101]","[(0.9598, 0.97477), (0.92948, 0.93883), (0.15438, 0.16765)]"
HOA34,0.1506275207779924,0.0789100488411932,"[0.09112, 0.04277, 1.0]","[(0.08557, 0.09667), (0.02754, 0.058), (1.0, 1.0)]","[0.97202, 0.89138, 0.19181]","[(0.95961, 0.98442), (0.88538, 0.89738), (0.18446, 0.19916)]"
KOA31,0.22697750612624798,0.09299613306115113,"[0.06292, 0.05436, 0.55556]","[(0.05825, 0.06759), (0.04319, 0.06553), (0.23091, 0.8802)]","[0.96606, 0.86667, 0.18178]","[(0.95716, 0.97496), (0.86014, 0.87321), (0.17487, 0.18869)]"
OA32,0.0325613824625129,-0.02084653033410045,"[0.11683, 0.12736, 0.81818]","[(0.10847, 0.12519), (0.09563, 0.15909), (0.59025, 1.04611)]","[0.84828, 0.86933, 0.24988]","[(0.81456, 0.88199), (0.86057, 0.87809), (0.23901, 0.26074)]"
KOA63,0.0680527365801024,0.08754040946211082,"[0.20359, 0.09772, 0.90566]","[(0.19598, 0.21121), (0.08505, 0.1104), (0.85001, 0.96131)]","[0.88076, 0.88892, 0.29977]","[(0.86726, 0.89426), (0.88301, 0.89483), (0.29184, 0.30769)]"
KOA9,0.07809071819161223,0.11606762440448629,"[0.16318, 0.03403, 0.91772]","[(0.156, 0.17036), (0.02683, 0.04123), (0.87487, 0.96057)]","[0.93916, 0.95876, 0.18348]","[(0.92997, 0.94835), (0.95493, 0.9626), (0.17672, 0.19023)]"
OA6,0.10524701491741217,0.0766725885897481,"[0.13426, 0.18491, 0.77387]","[(0.12735, 0.14118), (0.15792, 0.21189), (0.71575, 0.83199)]","[0.94668, 0.78541, 0.341]","[(0.93271, 0.96065), (0.77717, 0.79365), (0.33177, 0.35023)]"
HOA9,0.14236791952163744,0.07663520237717802,"[0.1035, 0.05284, 1.0]","[(0.09675, 0.11024), (0.0371, 0.06857), (1.0, 1.0)]","[0.96667, 0.91811, 0.1765]","[(0.95407, 0.97926), (0.91204, 0.92418), (0.16845, 0.18455)]"
OA78,0.14787587309997885,0.09121059855201978,"[0.08262, 0.02992, 0.91304]","[(0.07725, 0.08799), (0.02131, 0.03853), (0.83162, 0.99447)]","[0.9671, 0.92623, 0.14434]","[(0.95822, 0.97598), (0.92114, 0.93132), (0.13794, 0.15073)]"
OA21,0.10699358785605781,0.1441099180103999,"[0.32774, 0.09483, 0.28261]","[(0.31823, 0.33725), (0.07889, 0.11078), (0.15249, 0.41273)]","[0.8347, 0.83821, 0.45994]","[(0.81483, 0.85456), (0.83076, 0.84565), (0.45047, 0.4694)]"
KOA68,0.1506903696996592,0.14373880725826274,"[0.11195, 0.04599, 0.92969]","[(0.10576, 0.11814), (0.03824, 0.05374), (0.89837, 0.96101)]","[0.96831, 0.90701, 0.17807]","[(0.96211, 0.97452), (0.90138, 0.91264), (0.17143, 0.1847)]"
OA4,0.21180946372086096,0.27617554303827035,"[0.14805, 0.01835, 0.96192]","[(0.14087, 0.15523), (0.0139, 0.02281), (0.94877, 0.97507)]","[0.97489, 0.86687, 0.22449]","[(0.97021, 0.97957), (0.86028, 0.87345), (0.21729, 0.23169)]"
OA50,0.13465590048315015,0.04753836506442703,"[0.07105, 0.02206, 0.83333]","[(0.0628, 0.07929), (0.00781, 0.03631), (0.66116, 1.0055)]","[0.92488, 0.91035, 0.15442]","[(0.89985, 0.94991), (0.90121, 0.9195), (0.14341, 0.16543)]"
HOA29,0.09043973909968211,0.047531910879218674,"[0.09517, 0.19923, 1.0]","[(0.09019, 0.10015), (0.15078, 0.24769), (1.0, 1.0)]","[0.95926, 0.69782, 0.39456]","[(0.93568, 0.98284), (0.69003, 0.70561), (0.38634, 0.40277)]"
