Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
OA72,0.05046119986643517,0.10978346723578916,"[0.49954, 0.68421, 0.2]","[(0.48906, 0.51003), (0.6454, 0.72302), (0.02469, 0.37531)]","[0.78809, 0.6284, 0.87216]","[(0.75457, 0.82161), (0.61828, 0.63852), (0.86537, 0.87895)]"
HOA37,0.12565715966350985,0.1828642130279861,"[0.31669, 0.6949, 0.57855]","[(0.30744, 0.32594), (0.6759, 0.71391), (0.53022, 0.62688)]","[0.89985, 0.50593, 0.81359]","[(0.88843, 0.91127), (0.49619, 0.51568), (0.80661, 0.82056)]"
KOA8,0.10670063340985378,0.1510277457353966,"[0.58912, 0.6452, 0.2381]","[(0.58021, 0.59803), (0.61121, 0.6792), (0.13292, 0.34327)]","[0.75121, 0.68812, 0.89956]","[(0.7217, 0.78073), (0.67975, 0.69649), (0.89428, 0.90483)]"
OA49,0.016141074507851936,0.027401883169684633,"[0.76173, 0.17073, nan]","[(0.74916, 0.7743), (0.10423, 0.23723), (nan, nan)]","[0.30894, 0.86171, 0.89899]","[(0.22728, 0.3906), (0.85152, 0.8719), (0.89021, 0.90776)]"
KOA20,0.053524424102076786,0.11649219269298523,"[0.37339, 0.48261, 0.875]","[(0.36475, 0.38203), (0.41803, 0.54719), (0.64582, 1.10418)]","[0.93277, 0.53224, 0.83595]","[(0.90096, 0.96459), (0.52333, 0.54115), (0.8294, 0.84251)]"
OA44,0.09510752304753685,0.11886656037230674,"[0.47213, 0.41985, 0.64286]","[(0.46146, 0.48279), (0.39168, 0.44802), (0.39186, 0.89386)]","[0.67896, 0.61861, 0.84018]","[(0.65247, 0.70545), (0.60824, 0.62898), (0.83285, 0.84751)]"
KOA50,0.20194270572853026,0.15267735116552503,"[0.57467, 0.22814, 1.0]","[(0.56507, 0.58426), (0.17742, 0.27885), (1.0, 1.0)]","[0.81618, 0.75787, 0.80698]","[(0.77014, 0.86221), (0.74955, 0.76618), (0.79942, 0.81455)]"
KOA21,0.22118922486457043,0.21581911332302212,"[0.36991, 0.50042, 0.81388]","[(0.35977, 0.38006), (0.47205, 0.52879), (0.77103, 0.85673)]","[0.84901, 0.58188, 0.78383]","[(0.83095, 0.86707), (0.5717, 0.59206), (0.77572, 0.79194)]"
OA25,0.04351473733111473,0.13968505332956993,"[0.42354, 0.64978, 0.69231]","[(0.40884, 0.43824), (0.61909, 0.68048), (0.44141, 0.9432)]","[0.82572, 0.61676, 0.81044]","[(0.80148, 0.84996), (0.60232, 0.6312), (0.79985, 0.82102)]"
KOA67,0.044795767535395346,0.09966292048935327,"[0.27476, 0.76341, 0.40541]","[(0.26633, 0.28319), (0.7483, 0.77852), (0.2472, 0.56361)]","[0.87224, 0.40157, 0.8775]","[(0.86044, 0.88403), (0.39233, 0.41081), (0.87203, 0.88297)]"
OA10,0.11821485672634499,0.21213830785851448,"[0.59333, 0.47497, 0.26667]","[(0.581, 0.60567), (0.44369, 0.50626), (0.18208, 0.35125)]","[0.72786, 0.74839, 0.82829]","[(0.70136, 0.75435), (0.73758, 0.75919), (0.8195, 0.83708)]"
HOA1,0.10280180594792246,0.15335964928514992,"[0.4814, 0.60735, 0.33333]","[(0.47225, 0.49055), (0.58, 0.63469), (0.11556, 0.55111)]","[0.786, 0.59574, 0.87937]","[(0.7632, 0.8088), (0.58676, 0.60473), (0.8737, 0.88504)]"
OA65,0.17865167896057807,0.19051419045433152,"[0.55015, 0.68005, 0.45455]","[(0.54092, 0.55939), (0.6466, 0.7135), (0.16029, 0.7488)]","[0.83245, 0.6137, 0.93088]","[(0.80587, 0.85904), (0.60466, 0.62273), (0.92632, 0.93544)]"
OA48,-0.00907510806151433,0.043619658515534704,"[0.43686, 0.63415, nan]","[(0.41787, 0.45585), (0.48671, 0.78159), (nan, nan)]","[0.85366, 0.69821, 0.73929]","[(0.74547, 0.96185), (0.68063, 0.71578), (0.72262, 0.75597)]"
OA5,0.050297866542758536,0.07043253259901992,"[0.42033, 0.44006, 0.37037]","[(0.41015, 0.43052), (0.41351, 0.46661), (0.24157, 0.49917)]","[0.70222, 0.65568, 0.76124]","[(0.67824, 0.7262), (0.6459, 0.66546), (0.75303, 0.76945)]"
OA60,0.09350648645747607,0.16760796548447174,"[0.51225, 0.62528, 0.21667]","[(0.49943, 0.52507), (0.59341, 0.65716), (0.11242, 0.32091)]","[0.79915, 0.68594, 0.82389]","[(0.77362, 0.82468), (0.6741, 0.69779), (0.81478, 0.83299)]"
KOA38,0.13360789299040074,0.23337726527825406,"[0.46729, 0.70967, 0.17647]","[(0.45645, 0.47812), (0.69271, 0.72662), (-0.00475, 0.35769)]","[0.8559, 0.60583, 0.85907]","[(0.84282, 0.86899), (0.59523, 0.61643), (0.85254, 0.8656)]"
HOA7,-0.02460662020920543,0.011891910714254711,"[0.24242, 0.6849, 0.8]","[(0.23442, 0.25042), (0.63843, 0.73136), (0.44938, 1.15062)]","[0.85347, 0.47248, 0.77223]","[(0.81833, 0.88861), (0.46316, 0.48179), (0.76453, 0.77992)]"
HOA35,0.10057661076729711,0.1635235982790901,"[0.30984, 0.58636, 0.38017]","[(0.29984, 0.31984), (0.56956, 0.60317), (0.319, 0.44133)]","[0.8498, 0.49894, 0.79026]","[(0.83804, 0.86157), (0.48828, 0.50959), (0.78282, 0.79769)]"
HOA4,0.0877296150508812,0.07189554214277692,"[0.67147, 0.5, 0.5]","[(0.66248, 0.68046), (0.40978, 0.59022), (-0.19296, 1.19296)]","[0.63333, 0.71206, 0.9584]","[(0.54711, 0.71956), (0.7034, 0.72073), (0.9546, 0.9622)]"
HOA20,0.05839061778095709,0.08942112567506355,"[0.23068, 0.83947, 0.07407]","[(0.22065, 0.24071), (0.81337, 0.86557), (0.00422, 0.14393)]","[0.914, 0.30553, 0.92414]","[(0.89474, 0.93326), (0.29461, 0.31645), (0.91816, 0.93011)]"
HOA47,0.32784902963042745,0.3208890190163502,"[0.44616, 0.25686, 0.66348]","[(0.43693, 0.4554), (0.2394, 0.27432), (0.63617, 0.69079)]","[0.83043, 0.69705, 0.7033]","[(0.81809, 0.84276), (0.68892, 0.70518), (0.6956, 0.71099)]"
OA23,0.2635156175912292,0.2735527157043764,"[0.27995, 0.76044, 0.67468]","[(0.27196, 0.28794), (0.74281, 0.77808), (0.64361, 0.70576)]","[0.93276, 0.42385, 0.87097]","[(0.92397, 0.94154), (0.41535, 0.43234), (0.86549, 0.87645)]"
OA31,0.10224063854994635,0.11898609767188226,"[0.59264, 0.41331, 0.45455]","[(0.5835, 0.60177), (0.38889, 0.43772), (0.28466, 0.62444)]","[0.58145, 0.6959, 0.8892]","[(0.55725, 0.60566), (0.68736, 0.70444), (0.88373, 0.89466)]"
OA12,0.1343621716166318,0.29217665857034303,"[0.85632, 0.41667, 0.25758]","[(0.84915, 0.86349), (0.37018, 0.46316), (0.15207, 0.36308)]","[0.63855, 0.90331, 0.94322]","[(0.59636, 0.68075), (0.8973, 0.90933), (0.93859, 0.94784)]"
OA82,0.029520267537927723,0.09937669721040795,"[0.58346, 0.54688, 0.0]","[(0.56661, 0.60031), (0.46064, 0.63311), (0.0, 0.0)]","[0.69767, 0.69331, 0.8885]","[(0.61842, 0.77693), (0.67756, 0.70907), (0.87795, 0.89905)]"
OA76,-0.042885965242614496,0.01590345797711808,"[0.2966, 0.73163, 0.15385]","[(0.28219, 0.31102), (0.69801, 0.76526), (0.07377, 0.23392)]","[0.82416, 0.49479, 0.81454]","[(0.79682, 0.8515), (0.47917, 0.51041), (0.80322, 0.82587)]"
OA86,0.20857825750710635,0.19439418816342122,"[0.37581, 0.48247, 0.67735]","[(0.36681, 0.38481), (0.46304, 0.50191), (0.635, 0.71971)]","[0.85534, 0.65721, 0.70725]","[(0.84276, 0.86791), (0.64857, 0.66585), (0.69962, 0.71488)]"
OA75,0.21713054895561457,0.18277796866884982,"[0.51161, 0.56849, 0.62987]","[(0.50055, 0.52268), (0.53813, 0.59886), (0.55361, 0.70613)]","[0.7466, 0.63166, 0.87762]","[(0.72174, 0.77146), (0.62109, 0.64224), (0.8708, 0.88445)]"
KOA25,0.05830419416435614,0.07296944566742734,"[0.35309, 0.44806, 0.22727]","[(0.34289, 0.36329), (0.40968, 0.48644), (0.05215, 0.40239)]","[0.73763, 0.52897, 0.81595]","[(0.70424, 0.77102), (0.51833, 0.53961), (0.80798, 0.82392)]"
KOA1,0.11295582286921595,0.13454652060681846,"[0.58854, 0.45874, 0.5]","[(0.57934, 0.59774), (0.42471, 0.49276), (0.23808, 0.76192)]","[0.66706, 0.70079, 0.88121]","[(0.63516, 0.69897), (0.69224, 0.70934), (0.87538, 0.88704)]"
OA89,0.30256070802941837,0.38069693403924026,"[0.49182, 0.49002, 0.67225]","[(0.47902, 0.50461), (0.45907, 0.52097), (0.64418, 0.70033)]","[0.85886, 0.68401, 0.80227]","[(0.84389, 0.87384), (0.67307, 0.69494), (0.79285, 0.81169)]"
OA47,0.10318072658614737,0.219941525700508,"[0.53019, 0.48404, nan]","[(0.51893, 0.54145), (0.44903, 0.51904), (nan, nan)]","[0.80077, 0.63678, 0.87367]","[(0.77279, 0.82874), (0.62594, 0.64763), (0.86653, 0.8808)]"
HOA17,0.26981105739019146,0.25895205978871516,"[0.50508, 0.57608, 0.51928]","[(0.49449, 0.51568), (0.55534, 0.59681), (0.46963, 0.56893)]","[0.76235, 0.59694, 0.89476]","[(0.7459, 0.7788), (0.58677, 0.6071), (0.88895, 0.90056)]"
OA63,0.08962661250070751,0.10029050175589312,"[0.23828, 0.42151, 0.7551]","[(0.2278, 0.24875), (0.37662, 0.46639), (0.63469, 0.87551)]","[0.84436, 0.49836, 0.73178]","[(0.81302, 0.8757), (0.48611, 0.51061), (0.72126, 0.74229)]"
OA66,0.10750872790230534,0.13242822244154814,"[0.38384, 0.57428, 0.37745]","[(0.37342, 0.39426), (0.55235, 0.59622), (0.31093, 0.44397)]","[0.81725, 0.60161, 0.77665]","[(0.80094, 0.83357), (0.59125, 0.61197), (0.76861, 0.78468)]"
KOA64,0.15542998775675337,0.18984490758878256,"[0.48878, 0.74032, 0.35088]","[(0.48011, 0.49744), (0.71866, 0.76197), (0.26327, 0.43849)]","[0.84962, 0.59631, 0.89152]","[(0.83257, 0.86666), (0.58784, 0.60478), (0.88643, 0.89661)]"
KOA6,0.28910722055270455,0.2561250719043494,"[0.43424, 0.69782, 0.59386]","[(0.42472, 0.44375), (0.67535, 0.72029), (0.55409, 0.63362)]","[0.8722, 0.57535, 0.86158]","[(0.85822, 0.88618), (0.56611, 0.58459), (0.8554, 0.86775)]"
HOA24,0.06235445559269496,0.07519640634753468,"[0.47935, 0.41182, 0.4]","[(0.46946, 0.48924), (0.38273, 0.4409), (0.09636, 0.70364)]","[0.68198, 0.72685, 0.75021]","[(0.65458, 0.70938), (0.71803, 0.73566), (0.74208, 0.75833)]"
KOA66,-0.010061511152565584,0.028968624986456443,"[0.36032, 0.63666, 0.20833]","[(0.3512, 0.36944), (0.61241, 0.66092), (0.04585, 0.37081)]","[0.7329, 0.51055, 0.85641]","[(0.71076, 0.75503), (0.50106, 0.52004), (0.85018, 0.86265)]"
OA46,0.11248116739654315,0.18023412146001733,"[0.5094, 0.5487, 0.5]","[(0.5003, 0.5185), (0.52385, 0.57356), (0.2171, 0.7829)]","[0.77771, 0.64602, 0.85262]","[(0.75702, 0.79839), (0.63732, 0.65472), (0.84656, 0.85868)]"
OA55,0.25304485820885775,0.26096943419022195,"[0.4603, 0.35652, 0.67037]","[(0.4462, 0.47441), (0.33013, 0.38292), (0.6143, 0.72644)]","[0.78632, 0.68732, 0.73945]","[(0.76581, 0.80683), (0.67455, 0.70008), (0.7284, 0.75049)]"
KOA71,0.019340021866729118,0.09058633354759346,"[0.45045, 0.43972, 0.5]","[(0.4412, 0.4597), (0.41075, 0.46868), (0.15352, 0.84648)]","[0.76232, 0.74074, 0.70673]","[(0.73757, 0.78708), (0.7326, 0.74889), (0.69866, 0.71479)]"
KOA75,0.10232469047479514,0.06041215610896168,"[0.51998, 0.49004, 1.0]","[(0.5108, 0.52916), (0.4282, 0.55188), (1.0, 1.0)]","[0.72481, 0.72424, 0.79541]","[(0.67031, 0.7793), (0.71603, 0.73245), (0.78808, 0.80274)]"
KOA49,0.3126794357388264,0.2831723161151974,"[0.48816, 0.3256, 0.75899]","[(0.47835, 0.49798), (0.30542, 0.34579), (0.72344, 0.79454)]","[0.78903, 0.71015, 0.7485]","[(0.77343, 0.80464), (0.70148, 0.71881), (0.74075, 0.75626)]"
OA71,0.062048450374837284,0.07958106328115067,"[0.5627, 0.54007, nan]","[(0.54747, 0.57793), (0.48241, 0.59773), (nan, nan)]","[0.63415, 0.67755, 0.88652]","[(0.57842, 0.68987), (0.66319, 0.6919), (0.87711, 0.89593)]"
KOA22,0.03866344593526877,0.03667920764450427,"[0.6487, 0.33333, 0.2]","[(0.64086, 0.65654), (0.24899, 0.41768), (-0.15062, 0.55062)]","[0.536, 0.7549, 0.89296]","[(0.44857, 0.62343), (0.74783, 0.76197), (0.8879, 0.89802)]"
HOA42,0.12309094394800701,0.20741257849691594,"[0.51814, 0.58631, 0.3578]","[(0.50798, 0.5283), (0.55998, 0.61264), (0.26781, 0.44779)]","[0.79215, 0.6366, 0.86977]","[(0.77129, 0.81302), (0.62687, 0.64632), (0.86337, 0.87617)]"
KOA3,0.010814178290424373,0.03965245187445244,"[0.45026, 0.43025, 1.0]","[(0.44126, 0.45926), (0.39047, 0.47004), (1.0, 1.0)]","[0.67112, 0.6835, 0.7666]","[(0.63349, 0.70874), (0.67509, 0.69191), (0.75913, 0.77406)]"
KOA73,0.2504913375297672,0.22796356664051323,"[0.76814, 0.34689, 0.80576]","[(0.76065, 0.77564), (0.30126, 0.39252), (0.73999, 0.87152)]","[0.66427, 0.82702, 0.93602]","[(0.62505, 0.70349), (0.82034, 0.83369), (0.93175, 0.94029)]"
HOA10,0.026688752252392357,0.026004130857610438,"[0.22756, 0.72408, 0.2]","[(0.21891, 0.2362), (0.68735, 0.7608), (-0.15062, 0.55062)]","[0.88502, 0.43551, 0.79477]","[(0.85892, 0.91111), (0.42529, 0.44573), (0.7867, 0.80285)]"
OA37,0.012646258991227526,-0.003843808110528289,"[0.57285, 0.19455, 0.875]","[(0.56065, 0.58506), (0.16146, 0.22763), (0.64582, 1.10418)]","[0.39427, 0.72793, 0.84222]","[(0.35372, 0.43481), (0.71696, 0.7389), (0.8336, 0.85084)]"
OA38,-0.037278554789316076,-0.009082591471511305,"[0.43261, 0.62222, nan]","[(0.42361, 0.4416), (0.55139, 0.69305), (nan, nan)]","[0.70556, 0.75215, 0.68405]","[(0.63897, 0.77214), (0.74431, 0.75999), (0.67568, 0.69243)]"
OA70,0.1338814964938459,0.16215802066427074,"[0.7066, 0.56522, nan]","[(0.67816, 0.73503), (0.36262, 0.76782), (nan, nan)]","[0.78261, 0.76751, 0.93552]","[(0.61404, 0.95118), (0.74113, 0.79389), (0.92035, 0.95068)]"
HOA36,0.15874766599153659,0.11436705695373253,"[0.64809, 0.52582, 0.61538]","[(0.63951, 0.65667), (0.4784, 0.57324), (0.35092, 0.87985)]","[0.65148, 0.71816, 0.92827]","[(0.60691, 0.69606), (0.71008, 0.72624), (0.92371, 0.93283)]"
KOA26,0.1795017316007845,0.24343983959010518,"[0.42393, 0.78723, 0.33962]","[(0.41358, 0.43427), (0.768, 0.80647), (0.21212, 0.46712)]","[0.93359, 0.53826, 0.8797]","[(0.92207, 0.94512), (0.52786, 0.54866), (0.87348, 0.88592)]"
KOA12,0.16992194511654116,0.2305913404192012,"[0.54413, 0.48775, 0.34694]","[(0.53454, 0.55372), (0.46762, 0.50789), (0.21366, 0.48022)]","[0.75879, 0.69633, 0.82528]","[(0.74174, 0.77585), (0.6875, 0.70516), (0.81869, 0.83188)]"
HOA2,0.05204787823764196,0.0467598311817331,"[0.35139, 0.70323, 0.18182]","[(0.34298, 0.3598), (0.66727, 0.73919), (-0.04611, 0.40975)]","[0.77971, 0.442, 0.91003]","[(0.74738, 0.81205), (0.43325, 0.45074), (0.90512, 0.91495)]"
OA3,-0.04685145759791082,0.04574951550777231,"[0.39436, 0.679, 0.03763]","[(0.38482, 0.40391), (0.66149, 0.69652), (0.01028, 0.06498)]","[0.77084, 0.59203, 0.82017]","[(0.75558, 0.7861), (0.58252, 0.60154), (0.81352, 0.82682)]"
KOA42,0.18098608434904662,0.22109482604290465,"[0.45926, 0.67966, 0.36364]","[(0.45041, 0.4681), (0.65922, 0.70011), (0.25619, 0.47108)]","[0.87777, 0.59055, 0.85872]","[(0.86368, 0.89185), (0.58185, 0.59925), (0.85299, 0.86445)]"
KOA16,0.21381961639720065,0.20765871135972774,"[0.38276, 0.69762, 0.61633]","[(0.37434, 0.39119), (0.6762, 0.71904), (0.57327, 0.65938)]","[0.88564, 0.54534, 0.84058]","[(0.87251, 0.89877), (0.53687, 0.5538), (0.83463, 0.84652)]"
KOA60,-0.03569661020113424,0.014372133552328388,"[0.2556, 0.66395, 0.22222]","[(0.24774, 0.26347), (0.64077, 0.68713), (0.03016, 0.41428)]","[0.87291, 0.55308, 0.71277]","[(0.85665, 0.88916), (0.54412, 0.56203), (0.70512, 0.72043)]"
KOA14,-0.026901826320378647,-0.006786300231450538,"[0.16374, 0.70656, 0.0]","[(0.15599, 0.17149), (0.67999, 0.73313), (0.0, 0.0)]","[0.84677, 0.32721, 0.83916]","[(0.82576, 0.86778), (0.31739, 0.33703), (0.83192, 0.8464)]"
OA80,0.2484596957230379,0.2250070538845429,"[0.60906, 0.40252, 0.56338]","[(0.59316, 0.62495), (0.32629, 0.47874), (0.44801, 0.67875)]","[0.77391, 0.6951, 0.90373]","[(0.71985, 0.82797), (0.68025, 0.70995), (0.89433, 0.91313)]"
OA88,0.20868904947436054,0.22540719921224403,"[0.49181, 0.35756, 0.5]","[(0.48055, 0.50307), (0.33482, 0.38031), (0.44863, 0.55137)]","[0.7343, 0.67633, 0.78364]","[(0.71527, 0.75333), (0.66603, 0.68663), (0.77526, 0.79201)]"
KOA69,0.058910605958886475,0.026758050806420214,"[0.68776, 0.30263, 0.8]","[(0.67889, 0.69664), (0.243, 0.36226), (0.44938, 1.15062)]","[0.41202, 0.80832, 0.87995]","[(0.34882, 0.47522), (0.80078, 0.81586), (0.87379, 0.88611)]"
OA54,0.10122559039234325,0.11728201601874833,"[0.56841, 0.48214, nan]","[(0.55869, 0.57813), (0.42361, 0.54067), (nan, nan)]","[0.81786, 0.76212, 0.80242]","[(0.77265, 0.86307), (0.75377, 0.77047), (0.79471, 0.81012)]"
OA77,0.028212086900956463,0.06205163611111745,"[0.4146, 0.55971, 0.66667]","[(0.40327, 0.42593), (0.52592, 0.5935), (0.13322, 1.20011)]","[0.74639, 0.63128, 0.7865]","[(0.71683, 0.77596), (0.62019, 0.64238), (0.77757, 0.79543)]"
OA59,-0.04480907280024925,-0.045890194770830305,"[0.22632, 0.35193, 0.44]","[(0.21885, 0.2338), (0.30857, 0.39529), (0.24542, 0.63458)]","[0.76375, 0.79016, 0.44161]","[(0.72617, 0.80132), (0.78289, 0.79743), (0.4329, 0.45032)]"
OA61,0.13361320046312716,0.23485251530306658,"[0.40847, 0.37115, 0.56098]","[(0.39683, 0.42012), (0.34854, 0.39376), (0.50356, 0.61839)]","[0.80745, 0.63825, 0.73195]","[(0.79034, 0.82455), (0.6271, 0.6494), (0.72258, 0.74131)]"
OA9,0.09299575945867776,0.11160260321875295,"[0.57252, 0.5257, 0.0625]","[(0.5624, 0.58264), (0.49752, 0.55389), (-0.02137, 0.14637)]","[0.62116, 0.66395, 0.90741]","[(0.59414, 0.64819), (0.65431, 0.6736), (0.90184, 0.91298)]"
HOA14,0.2043087022484733,0.14403419145315563,"[0.30688, 0.3946, 0.69508]","[(0.29817, 0.3156), (0.36373, 0.42547), (0.64341, 0.74675)]","[0.75237, 0.45997, 0.84266]","[(0.72861, 0.77612), (0.45069, 0.46926), (0.83607, 0.84925)]"
HOA19,-0.005759984055422663,0.036194510883538235,"[0.33007, 0.61558, 0.56173]","[(0.32065, 0.33948), (0.58813, 0.64302), (0.48532, 0.63814)]","[0.83492, 0.66137, 0.6822]","[(0.81525, 0.85458), (0.65197, 0.67076), (0.67341, 0.69098)]"
OA84,0.20554790864167236,0.17323049957869968,"[0.66511, 0.64444, 1.0]","[(0.64403, 0.68619), (0.50458, 0.78431), (1.0, 1.0)]","[0.81481, 0.74005, 0.92491]","[(0.71121, 0.91842), (0.72051, 0.75959), (0.91328, 0.93655)]"
HOA26,0.11069026397649266,0.10380942577217393,"[0.58437, 0.5446, 0.0]","[(0.57509, 0.59365), (0.49731, 0.59189), (0.0, 0.0)]","[0.66745, 0.62989, 0.95153]","[(0.62276, 0.71213), (0.6208, 0.63898), (0.94757, 0.9555)]"
OA56,0.13085968641199472,0.11859866993340169,"[0.48699, 0.62832, 0.5625]","[(0.46886, 0.50512), (0.56531, 0.69132), (0.31942, 0.80558)]","[0.75207, 0.59094, 0.89574]","[(0.69766, 0.80647), (0.57316, 0.60872), (0.88506, 0.90642)]"
HOA15,0.031228765189617404,0.006364953164695579,"[0.29183, 0.64624, 0.9]","[(0.28358, 0.30009), (0.61438, 0.67811), (0.71406, 1.08594)]","[0.83429, 0.59363, 0.70644]","[(0.80965, 0.85892), (0.58472, 0.60255), (0.69846, 0.71442)]"
HOA39,0.06468337770111755,0.0824649776600144,"[0.61114, 0.53631, nan]","[(0.60201, 0.62027), (0.46326, 0.60937), (nan, nan)]","[0.72067, 0.71538, 0.89447]","[(0.65494, 0.7864), (0.70693, 0.72383), (0.88876, 0.90017)]"
HOA40,0.09496996932256187,0.09759732273282232,"[0.60883, 0.7043, 0.0]","[(0.60032, 0.61734), (0.63872, 0.76989), (0.0, 0.0)]","[0.79255, 0.64981, 0.95827]","[(0.73459, 0.85052), (0.64149, 0.65813), (0.95481, 0.96173)]"
KOA17,0.1602927491697414,0.1554153175243538,"[0.37149, 0.6975, 0.57273]","[(0.36159, 0.38139), (0.67012, 0.72489), (0.48028, 0.66517)]","[0.84719, 0.47501, 0.89429]","[(0.82675, 0.86762), (0.46484, 0.48518), (0.88834, 0.90025)]"
OA1,0.24113450410705622,0.18407729981404025,"[0.34617, 0.32985, 0.64042]","[(0.3367, 0.35565), (0.31061, 0.34908), (0.60818, 0.67266)]","[0.81945, 0.69366, 0.63433]","[(0.80601, 0.83289), (0.68486, 0.70246), (0.6257, 0.64295)]"
OA36,0.07321050343021922,0.1383128892482109,"[0.59887, 0.57778, 0.25]","[(0.58414, 0.6136), (0.52323, 0.63232), (-0.17435, 0.67435)]","[0.68025, 0.6662, 0.93017]","[(0.62907, 0.73143), (0.65203, 0.68036), (0.92278, 0.93756)]"
KOA54,0.09129894268734819,0.11278100048656176,"[0.60503, 0.35294, 0.34694]","[(0.59612, 0.61393), (0.32285, 0.38303), (0.21366, 0.48022)]","[0.58841, 0.73691, 0.86021]","[(0.55818, 0.61864), (0.7289, 0.74491), (0.85414, 0.86627)]"
OA58,0.10836748830492071,0.14121176496487567,"[0.36166, 0.45802, 0.76667]","[(0.33786, 0.38547), (0.41986, 0.49617), (0.61532, 0.91802)]","[0.75474, 0.57555, 0.76757]","[(0.72252, 0.78696), (0.55129, 0.59981), (0.75, 0.78514)]"
KOA27,-0.0015280364680487699,0.04112136667663144,"[0.37672, 0.48269, 0.29412]","[(0.36807, 0.38537), (0.45665, 0.50872), (0.24568, 0.34255)]","[0.76752, 0.704, 0.6727]","[(0.74776, 0.78728), (0.69597, 0.71203), (0.66478, 0.68062)]"
OA39,0.10860121205759553,0.22184265378742699,"[0.49241, 0.44895, 0.6413]","[(0.47983, 0.505), (0.42119, 0.4767), (0.572, 0.71061)]","[0.83709, 0.77529, 0.70005]","[(0.81787, 0.85632), (0.76494, 0.78564), (0.68954, 0.71057)]"
KOA47,0.1986831495850955,0.2378956211286808,"[0.32549, 0.50742, 0.44667]","[(0.31572, 0.33526), (0.48355, 0.53129), (0.36711, 0.52623)]","[0.88174, 0.47658, 0.81442]","[(0.86697, 0.89652), (0.46626, 0.48691), (0.807, 0.82185)]"
HOA32,0.15711779513193747,0.17868367583997785,"[0.51942, 0.41601, 0.42553]","[(0.50952, 0.52932), (0.38751, 0.44451), (0.37211, 0.47896)]","[0.71516, 0.6668, 0.83798]","[(0.69215, 0.73817), (0.65761, 0.67599), (0.83108, 0.84489)]"
KOA18,0.09108244957181381,0.10497691957618546,"[0.5914, 0.49533, 0.55556]","[(0.5821, 0.60071), (0.44796, 0.5427), (0.23091, 0.8802)]","[0.70938, 0.74963, 0.83971]","[(0.66681, 0.75195), (0.74143, 0.75782), (0.8329, 0.84652)]"
