Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
KOA67,-0.07161835430341425,0.004149598423869501,"[0.99375, 0.00523, 0.0]","[(0.99314, 0.99435), (0.00417, 0.0063), (0.0, 0.0)]","[0.00667, 0.99336, 1.0]","[(0.00547, 0.00786), (0.99274, 0.99398), (1.0, 1.0)]"
OA10,0.0610936780942321,0.09440664225782622,"[0.96943, 0.07461, 0.0]","[(0.96768, 0.97118), (0.06714, 0.08208), (0.0, 0.0)]","[0.08254, 0.96723, 0.99995]","[(0.0754, 0.08969), (0.96544, 0.96901), (0.99989, 1.00002)]"
HOA1,-0.17854677002979819,-0.23540645264818763,"[0.35538, 0.24047, 0.0]","[(0.35181, 0.35895), (0.23027, 0.25067), (0.0, 0.0)]","[0.24489, 0.35611, 1.0]","[(0.23477, 0.255), (0.35255, 0.35967), (1.0, 1.0)]"
OA65,-0.15930551556721612,-0.15136495388651766,"[0.67681, 0.05009, 0.0]","[(0.67326, 0.68037), (0.04399, 0.05619), (0.0, 0.0)]","[0.05008, 0.67715, 1.0]","[(0.04403, 0.05613), (0.67359, 0.6807), (1.0, 1.0)]"
OA48,-0.0791354766256947,-0.06733379956391568,"[0.28683, 0.5]","[(0.27974, 0.29392), (0.44654, 0.55346)]","[0.5, 0.28683]","[(0.44654, 0.55346), (0.27974, 0.29392)]"
OA60,-0.09717680706992214,-0.05163747927749095,"[0.82899, 0.10692, 0.0]","[(0.82507, 0.8329), (0.098, 0.11584), (0.0, 0.0)]","[0.11273, 0.82916, 0.99995]","[(0.10409, 0.12137), (0.82528, 0.83305), (0.99988, 1.00002)]"
OA5,-0.024433166396936348,-0.05034210034781174,"[0.69993, 0.22453, 0.0]","[(0.69611, 0.70376), (0.2146, 0.23447), (0.0, 0.0)]","[0.22845, 0.70021, 0.99997]","[(0.21884, 0.23806), (0.69641, 0.70401), (0.99992, 1.00001)]"
KOA38,-0.3226991607273214,-0.25961150976721364,"[0.6365, 0.07831, 0.0]","[(0.63231, 0.6407), (0.07396, 0.08265), (0.0, 0.0)]","[0.07989, 0.6377, 1.0]","[(0.07555, 0.08424), (0.63352, 0.64188), (1.0, 1.0)]"
HOA7,0.020533709559317326,-0.026248292027578495,"[0.76427, 0.17458, 0.0]","[(0.76103, 0.76751), (0.15978, 0.18939), (0.0, 0.0)]","[0.17718, 0.76421, 1.0]","[(0.16241, 0.19195), (0.76097, 0.76745), (1.0, 1.0)]"
HOA35,0.01565031593187283,-0.015873551914694705,"[0.81447, 0.14615, 0.02101]","[(0.81112, 0.81782), (0.14078, 0.15152), (0.01487, 0.02716)]","[0.16672, 0.81641, 0.9947]","[(0.16138, 0.17206), (0.81314, 0.81968), (0.99415, 0.99524)]"
HOA20,-0.15271708100629877,-0.07622281318771193,"[0.90812, 0.0264, 0.0]","[(0.9053, 0.91093), (0.02189, 0.03092), (0.0, 0.0)]","[0.02548, 0.90883, 1.0]","[(0.0212, 0.02975), (0.90604, 0.91163), (1.0, 1.0)]"
HOA4,-0.03890684411797232,-0.04622460353372936,"[0.77261, 0.0651, 0.0]","[(0.76933, 0.77589), (0.0489, 0.08129), (0.0, 0.0)]","[0.06423, 0.77265, 1.0]","[(0.04824, 0.08022), (0.76937, 0.77593), (1.0, 1.0)]"
HOA47,0.25868753732480865,0.09520617348388977,"[0.5268, 0.35216, 0.26048]","[(0.52306, 0.53054), (0.34365, 0.36067), (0.25059, 0.27037)]","[0.51342, 0.56731, 0.95821]","[(0.50643, 0.5204), (0.56379, 0.57083), (0.95683, 0.95959)]"
OA23,0.21863360880746574,0.10625027281490453,"[0.86711, 0.07852, 0.0]","[(0.86464, 0.86957), (0.07389, 0.08315), (0.0, 0.0)]","[0.20448, 0.84112, 0.99999]","[(0.19869, 0.21027), (0.83856, 0.84368), (0.99997, 1.00001)]"
OA31,-0.030310531816173984,-0.07125735561855495,"[0.72191, 0.17622, 0.0]","[(0.71854, 0.72527), (0.16785, 0.18459), (0.0, 0.0)]","[0.17645, 0.72229, 1.0]","[(0.16821, 0.18469), (0.71893, 0.72565), (1.0, 1.0)]"
OA12,0.15191249694810183,0.15589319889537,"[0.97051, 0.125, 0.06145]","[(0.9691, 0.97192), (0.1109, 0.1391), (0.04114, 0.08177)]","[0.16723, 0.97142, 0.99686]","[(0.15302, 0.18144), (0.97004, 0.97279), (0.9964, 0.99732)]"
OA82,-0.03125666314756617,-0.013483332564366289,"[0.99253, 0.00209, 0.0]","[(0.99132, 0.99374), (-0.0008, 0.00498), (0.0, 0.0)]","[0.00208, 0.99258, 0.99995]","[(-0.0008, 0.00495), (0.99138, 0.99379), (0.99986, 1.00005)]"
OA76,-0.01742838709325433,-0.046794803808659025,"[0.80795, 0.10329, 0.0]","[(0.80291, 0.81299), (0.09333, 0.11326), (0.0, 0.0)]","[0.13631, 0.80439, 1.0]","[(0.12589, 0.14673), (0.79937, 0.8094), (1.0, 1.0)]"
OA86,0.0791720252377271,0.12616144838186466,"[0.91906, 0.1085, 0.00771]","[(0.91701, 0.92111), (0.10334, 0.11367), (0.00457, 0.01085)]","[0.16353, 0.90528, 0.99984]","[(0.15796, 0.16911), (0.90313, 0.90744), (0.99975, 0.99993)]"
OA75,0.15341573664538463,0.17026416969143984,"[0.97605, 0.05258, 0.00305]","[(0.97468, 0.97743), (0.04676, 0.0584), (-0.0004, 0.00649)]","[0.11217, 0.9677, 0.9997]","[(0.10457, 0.11976), (0.96613, 0.96928), (0.99955, 0.99985)]"
KOA25,0.012044536311863745,-0.02220426979306334,"[0.8358, 0.12893, 0.0]","[(0.83259, 0.83901), (0.11751, 0.14034), (0.0, 0.0)]","[0.13078, 0.83582, 1.0]","[(0.11965, 0.14191), (0.83261, 0.83903), (1.0, 1.0)]"
KOA1,-0.08834556973841935,-0.02837191800234575,"[0.89399, 0.06643, 0.0]","[(0.89165, 0.89633), (0.05895, 0.07391), (0.0, 0.0)]","[0.07005, 0.89385, 1.0]","[(0.06254, 0.07755), (0.89152, 0.89619), (1.0, 1.0)]"
OA89,0.06536506984981293,0.03892605655265845,"[0.77664, 0.15837, 0.0]","[(0.77233, 0.78096), (0.14848, 0.16825), (0.0, 0.0)]","[0.24842, 0.7616, 1.0]","[(0.24064, 0.2562), (0.75755, 0.76566), (1.0, 1.0)]"
OA47,-0.16747669998531073,-0.1104914052275665,"[0.58117, 0.23184, 0.0]","[(0.57663, 0.58571), (0.21966, 0.24402), (0.0, 0.0)]","[0.23169, 0.5812, 1.0]","[(0.21951, 0.24386), (0.57666, 0.58574), (1.0, 1.0)]"
HOA17,0.0003833862715134761,0.03931328226919697,"[0.90228, 0.07246, 0.0]","[(0.89975, 0.90481), (0.06766, 0.07726), (0.0, 0.0)]","[0.11757, 0.89221, 1.0]","[(0.11221, 0.12293), (0.88963, 0.89479), (1.0, 1.0)]"
OA63,-0.031173369469967356,-0.059102913755701994,"[0.8148, 0.09701, 0.00324]","[(0.8109, 0.81871), (0.08625, 0.10777), (-0.0031, 0.00957)]","[0.10044, 0.81536, 0.9999]","[(0.09005, 0.11082), (0.81147, 0.81924), (0.99981, 1.0)]"
OA66,0.034969658242298335,-0.08273821878488936,"[0.49917, 0.37435, 0.04705]","[(0.49486, 0.50348), (0.36479, 0.38391), (0.03637, 0.05773)]","[0.3859, 0.50729, 0.9951]","[(0.37694, 0.39485), (0.50305, 0.51153), (0.99455, 0.99565)]"
KOA64,-0.06807634074616403,-0.16171145793232602,"[0.54179, 0.18527, 0.0]","[(0.53829, 0.5453), (0.17688, 0.19365), (0.0, 0.0)]","[0.19688, 0.54385, 0.99994]","[(0.18876, 0.20499), (0.54036, 0.54733), (0.99989, 0.99999)]"
KOA6,0.010202315413470388,-0.017034594179654392,"[0.8113, 0.08861, 0.0]","[(0.80825, 0.81435), (0.08271, 0.09451), (0.0, 0.0)]","[0.16069, 0.80319, 0.99999]","[(0.15424, 0.16714), (0.80018, 0.80621), (0.99996, 1.00001)]"
HOA24,-0.12966007700481352,-0.03593088298408525,"[0.74796, 0.19411, 0.0]","[(0.74447, 0.75145), (0.18395, 0.20428), (0.0, 0.0)]","[0.19786, 0.74775, 1.0]","[(0.18776, 0.20796), (0.74427, 0.75123), (1.0, 1.0)]"
KOA66,-0.17437428971411406,-0.21209232795154376,"[0.40674, 0.25665, 0.0]","[(0.40296, 0.41051), (0.24697, 0.26632), (0.0, 0.0)]","[0.25614, 0.4079, 0.99992]","[(0.24659, 0.2657), (0.40412, 0.41167), (0.99985, 0.99998)]"
OA46,-0.09123871440595727,-0.2322896934899421,"[0.34806, 0.28399, 0.0]","[(0.34454, 0.35158), (0.27442, 0.29356), (0.0, 0.0)]","[0.2894, 0.34813, 1.0]","[(0.27986, 0.29895), (0.34461, 0.35165), (1.0, 1.0)]"
OA55,0.033723433183545405,0.04917572813601717,"[0.88133, 0.109, 0.0]","[(0.87766, 0.88501), (0.1013, 0.11669), (0.0, 0.0)]","[0.14978, 0.87133, 1.0]","[(0.14207, 0.15749), (0.86764, 0.87501), (1.0, 1.0)]"
KOA71,-0.10646543179577803,-0.06744852256326486,"[0.83116, 0.07728, 0.0]","[(0.82832, 0.83399), (0.07069, 0.08386), (0.0, 0.0)]","[0.08077, 0.83099, 1.0]","[(0.07411, 0.08743), (0.82816, 0.83382), (1.0, 1.0)]"
KOA75,-0.057598454340411734,-0.011680920227045869,"[0.802, 0.14794, 0.0]","[(0.79901, 0.80499), (0.13055, 0.16533), (0.0, 0.0)]","[0.16697, 0.80158, 1.0]","[(0.14899, 0.18495), (0.79858, 0.80457), (1.0, 1.0)]"
KOA49,0.055583064468609986,0.22789395561452128,"[0.95505, 0.13997, 0.0]","[(0.9534, 0.9567), (0.13362, 0.14632), (0.0, 0.0)]","[0.1859, 0.93959, 0.99996]","[(0.17963, 0.19217), (0.93774, 0.94143), (0.99991, 1.00001)]"
OA71,-0.07469143984030682,-0.045377515501846606,"[0.74951, 0.16796, 0.0]","[(0.7441, 0.75492), (0.1493, 0.18662), (0.0, 0.0)]","[0.16764, 0.74954, 1.0]","[(0.14901, 0.18626), (0.74413, 0.75495), (1.0, 1.0)]"
KOA22,0.031585060452757184,0.026555632496141016,"[0.56335, 0.59583, 0.0]","[(0.56003, 0.56668), (0.55999, 0.63168), (0.0, 0.0)]","[0.57804, 0.56344, 1.0]","[(0.54284, 0.61325), (0.56012, 0.56677), (1.0, 1.0)]"
HOA42,-0.05740629982675854,-0.14593919140676143,"[0.47676, 0.27687, 0.00082]","[(0.47264, 0.48087), (0.2661, 0.28765), (-0.00078, 0.00242)]","[0.29727, 0.47944, 0.99979]","[(0.28716, 0.30739), (0.47537, 0.48351), (0.99968, 0.99991)]"
KOA3,-0.08344793545805085,-0.07718605883111856,"[0.59491, 0.23073, 0.0]","[(0.59128, 0.59854), (0.21712, 0.24433), (0.0, 0.0)]","[0.23193, 0.59491, 1.0]","[(0.21835, 0.24552), (0.59128, 0.59854), (1.0, 1.0)]"
KOA73,0.09055049525254902,0.18985847869984102,"[0.94602, 0.16787, 0.0]","[(0.94438, 0.94766), (0.15321, 0.18253), (0.0, 0.0)]","[0.27999, 0.93995, 1.0]","[(0.26453, 0.29544), (0.93824, 0.94166), (1.0, 1.0)]"
HOA10,-0.1396850143892614,-0.008839916178370003,"[0.98164, 0.01354, 0.0]","[(0.98051, 0.98278), (0.00992, 0.01716), (0.0, 0.0)]","[0.01369, 0.98163, 1.0]","[(0.01006, 0.01731), (0.9805, 0.98277), (1.0, 1.0)]"
OA37,-0.11375295757784917,-0.08382036123620112,"[0.69619, 0.17399, 0.0]","[(0.69152, 0.70086), (0.16208, 0.1859), (0.0, 0.0)]","[0.17416, 0.69637, 0.99998]","[(0.16231, 0.186), (0.6917, 0.70103), (0.99993, 1.00002)]"
OA38,-0.11188279210654323,-0.054908618781981965,"[0.65729, 0.15305]","[(0.65376, 0.66081), (0.13391, 0.1722)]","[0.15305, 0.65729]","[(0.13391, 0.1722), (0.65376, 0.66081)]"
OA70,0.05804660490158527,-0.0013719172218118634,"[0.77857, 0.22222, 0.0]","[(0.76797, 0.78918), (0.15635, 0.2881), (0.0, 0.0)]","[0.21795, 0.77868, 1.0]","[(0.15316, 0.28274), (0.76808, 0.78928), (1.0, 1.0)]"
HOA36,-0.0373151319536049,0.005027233930271006,"[0.88905, 0.10871, 0.0]","[(0.88674, 0.89135), (0.09652, 0.12091), (0.0, 0.0)]","[0.11916, 0.88867, 1.0]","[(0.10673, 0.13159), (0.88636, 0.89098), (1.0, 1.0)]"
KOA26,0.08624366447493553,-0.003892007314618639,"[0.93091, 0.0541, 0.00629]","[(0.92875, 0.93308), (0.0497, 0.05851), (-0.00081, 0.01338)]","[0.06517, 0.93144, 0.99785]","[(0.06047, 0.06988), (0.92929, 0.93358), (0.99749, 0.99821)]"
KOA12,-0.05407550883475992,0.047997236724828085,"[0.99625, 0.01214, 0.0]","[(0.99578, 0.99673), (0.01023, 0.01405), (0.0, 0.0)]","[0.0129, 0.99605, 1.0]","[(0.01096, 0.01484), (0.99557, 0.99654), (1.0, 1.0)]"
HOA2,-0.05930752698932177,-0.07247213409684433,"[0.80552, 0.05337, 0.0]","[(0.80267, 0.80836), (0.04585, 0.06089), (0.0, 0.0)]","[0.05828, 0.80552, 1.0]","[(0.05057, 0.06598), (0.80268, 0.80835), (1.0, 1.0)]"
OA3,-0.10100451308736327,-0.1370911767803567,"[0.7394, 0.11493, 0.0]","[(0.73594, 0.74285), (0.10959, 0.12027), (0.0, 0.0)]","[0.11642, 0.74401, 1.0]","[(0.11143, 0.1214), (0.74064, 0.74739), (1.0, 1.0)]"
KOA42,-0.24492711174410545,-0.3352828548431341,"[0.33437, 0.17972, 0.0]","[(0.33098, 0.33776), (0.17247, 0.18698), (0.0, 0.0)]","[0.18167, 0.33818, 1.0]","[(0.17459, 0.18875), (0.33479, 0.34157), (1.0, 1.0)]"
KOA16,0.1494684239492656,0.15526370249741245,"[0.94027, 0.06986, 0.00152]","[(0.9386, 0.94193), (0.0647, 0.07501), (0.00019, 0.00286)]","[0.1658, 0.92493, 0.99995]","[(0.15933, 0.17227), (0.92311, 0.92675), (0.99991, 1.0)]"
KOA60,0.02423374835735511,-0.03560484871304487,"[0.54441, 0.39985, 0.0]","[(0.54077, 0.54804), (0.38916, 0.41055), (0.0, 0.0)]","[0.39796, 0.54492, 1.0]","[(0.38753, 0.4084), (0.5413, 0.54855), (1.0, 1.0)]"
KOA14,-0.21616425335155856,-0.2509292267040506,"[0.48695, 0.10889, 0.0]","[(0.4827, 0.49121), (0.1012, 0.11658), (0.0, 0.0)]","[0.10828, 0.48756, 0.99995]","[(0.10065, 0.11592), (0.48331, 0.49181), (0.99989, 1.00001)]"
OA80,0.21307686054648156,0.23573693603638024,"[0.99218, 0.07892, 0.0]","[(0.99101, 0.99335), (0.06189, 0.09595), (0.0, 0.0)]","[0.12636, 0.9879, 1.0]","[(0.10881, 0.14391), (0.98646, 0.98934), (1.0, 1.0)]"
OA88,0.024982759294947848,0.08610649051338778,"[0.91076, 0.11761, 0.00994]","[(0.90818, 0.91335), (0.11074, 0.12447), (0.00614, 0.01374)]","[0.14993, 0.90451, 0.99823]","[(0.14329, 0.15658), (0.90192, 0.90711), (0.99787, 0.99858)]"
KOA69,-0.06265135843332109,-0.08825842301530258,"[0.19069, 0.56129, 0.0]","[(0.18761, 0.19376), (0.53525, 0.58733), (0.0, 0.0)]","[0.57143, 0.19059, 1.0]","[(0.54576, 0.5971), (0.18751, 0.19366), (1.0, 1.0)]"
OA54,-0.12357699302594913,-0.1439649315632693,"[0.41144, 0.21232]","[(0.40748, 0.4154), (0.19557, 0.22907)]","[0.21232, 0.41144]","[(0.19557, 0.22907), (0.40748, 0.4154)]"
OA77,-0.08480963542489539,-0.07972732176778712,"[0.71957, 0.15729, 0.13333]","[(0.71537, 0.72377), (0.14682, 0.16777), (-0.0387, 0.30536)]","[0.15979, 0.71978, 0.99965]","[(0.14927, 0.17032), (0.71558, 0.72398), (0.99948, 0.99982)]"
OA59,0.05604921058220555,0.012473013228981198,"[0.94896, 0.07319, 0.0]","[(0.94736, 0.95056), (0.06247, 0.08391), (0.0, 0.0)]","[0.06651, 0.94911, 1.0]","[(0.05682, 0.0762), (0.94751, 0.9507), (1.0, 1.0)]"
OA61,-0.11088564437476027,-0.17824980846694743,"[0.66254, 0.10514, 0.0]","[(0.65803, 0.66706), (0.09883, 0.11144), (0.0, 0.0)]","[0.13103, 0.66669, 0.99996]","[(0.12476, 0.1373), (0.6623, 0.67108), (0.99991, 1.00002)]"
OA9,0.11378835354595947,0.06480874217662368,"[0.99449, 0.0232, 0.0]","[(0.99388, 0.99511), (0.01937, 0.02702), (0.0, 0.0)]","[0.02374, 0.99429, 1.0]","[(0.02001, 0.02747), (0.99367, 0.99491), (1.0, 1.0)]"
HOA14,0.13385992829389623,0.2356007332508936,"[0.97172, 0.10586, 0.0]","[(0.97044, 0.973), (0.09756, 0.11417), (0.0, 0.0)]","[0.18229, 0.96104, 1.0]","[(0.17343, 0.19115), (0.95957, 0.9625), (1.0, 1.0)]"
HOA19,0.02209734103046792,0.0005697302215612048,"[0.81709, 0.13395, 0.00263]","[(0.81395, 0.82023), (0.12564, 0.14227), (-0.00034, 0.00561)]","[0.17866, 0.81314, 0.99929]","[(0.17004, 0.18727), (0.81, 0.81628), (0.99908, 0.99949)]"
OA84,0.03728730143401236,0.03167224052210831,"[0.95824, 0.05442, 0.0]","[(0.95459, 0.96189), (0.02849, 0.08035), (0.0, 0.0)]","[0.07965, 0.95745, 1.0]","[(0.05082, 0.10847), (0.95377, 0.96112), (1.0, 1.0)]"
HOA26,-0.09340266670007571,0.034363560905284335,"[0.99801, 0.00935, 0.0]","[(0.99767, 0.99836), (0.0057, 0.013), (0.0, 0.0)]","[0.01041, 0.99797, 1.0]","[(0.00657, 0.01424), (0.99762, 0.99831), (1.0, 1.0)]"
OA56,-0.04193931368036809,0.019239744209219065,"[0.98274, 0.01361, 0.0]","[(0.98081, 0.98466), (0.00736, 0.01985), (0.0, 0.0)]","[0.02607, 0.98181, 0.99995]","[(0.01778, 0.03437), (0.97984, 0.98378), (0.99984, 1.00005)]"
HOA15,-0.1737911748167881,-0.0002377614599503857,"[0.97068, 0.02678, 0.0]","[(0.96944, 0.97193), (0.02215, 0.03141), (0.0, 0.0)]","[0.029, 0.97054, 1.0]","[(0.02424, 0.03377), (0.96929, 0.97179), (1.0, 1.0)]"
HOA39,-0.05595815626679361,-0.0337884560839055,"[0.82873, 0.07349, nan]","[(0.82585, 0.83162), (0.05836, 0.08862), (nan, nan)]","[0.07349, 0.82875, 0.99999]","[(0.05836, 0.08862), (0.82587, 0.83163), (0.99996, 1.00001)]"
HOA40,-0.11583398687256836,-0.11516042002057184,"[0.42907, 0.17391, 0.0]","[(0.42553, 0.4326), (0.15526, 0.19256), (0.0, 0.0)]","[0.17164, 0.42923, 1.0]","[(0.15321, 0.19007), (0.42569, 0.43276), (1.0, 1.0)]"
KOA17,0.12021349629082845,0.19931894079848392,"[0.98291, 0.08142, 0.0]","[(0.98184, 0.98399), (0.07434, 0.08849), (0.0, 0.0)]","[0.12072, 0.97765, 1.0]","[(0.11275, 0.12869), (0.97643, 0.97887), (1.0, 1.0)]"
OA1,0.20894921441952408,0.1245893847135735,"[0.82237, 0.17453, 0.17574]","[(0.81931, 0.82544), (0.16765, 0.18141), (0.16574, 0.18574)]","[0.27234, 0.82566, 0.98728]","[(0.2657, 0.27898), (0.82275, 0.82857), (0.98646, 0.98811)]"
OA36,0.10168975421835609,0.007080297558918132,"[0.80485, 0.20833, 0.0]","[(0.8, 0.80969), (0.18905, 0.22762), (0.0, 0.0)]","[0.20682, 0.80498, 0.99996]","[(0.18774, 0.2259), (0.80013, 0.80982), (0.99989, 1.00004)]"
KOA54,-0.17209921304133724,0.0020962328751226137,"[0.98137, 0.01428, 0.0]","[(0.98036, 0.98237), (0.01129, 0.01728), (0.0, 0.0)]","[0.01923, 0.98094, 1.0]","[(0.01585, 0.02261), (0.97992, 0.98195), (1.0, 1.0)]"
OA58,-0.18290171514237005,-0.25362148431206527,"[0.47001, 0.23353, 0.0]","[(0.46007, 0.47995), (0.21959, 0.24747), (0.0, 0.0)]","[0.24462, 0.4739, 1.0]","[(0.23097, 0.25827), (0.46409, 0.4837), (1.0, 1.0)]"
KOA27,-0.08074849989692236,-0.0855929047922947,"[0.44845, 0.40216, 0.00383]","[(0.44485, 0.45204), (0.39048, 0.41384), (0.00146, 0.0062)]","[0.41392, 0.4538, 0.99853]","[(0.40395, 0.42389), (0.45026, 0.45734), (0.99827, 0.9988)]"
OA39,-0.0832566488175371,-0.09373744994465914,"[0.68845, 0.15239, 0.00151]","[(0.68372, 0.69317), (0.14375, 0.16103), (-0.00058, 0.0036)]","[0.19261, 0.68594, 0.99972]","[(0.18395, 0.20126), (0.68129, 0.69059), (0.99957, 0.99988)]"
KOA47,0.23743646251179462,0.11849055937067912,"[0.98866, 0.03918, 0.0]","[(0.98777, 0.98955), (0.03509, 0.04326), (0.0, 0.0)]","[0.05251, 0.98568, 0.99998]","[(0.04812, 0.0569), (0.98469, 0.98667), (0.99995, 1.00002)]"
HOA32,-0.012740945255268612,-0.06537695148100645,"[0.55062, 0.31314, 0.02665]","[(0.54663, 0.55461), (0.30083, 0.32546), (0.02016, 0.03314)]","[0.34101, 0.55604, 0.99741]","[(0.3305, 0.35153), (0.55213, 0.55995), (0.99702, 0.9978)]"
KOA18,-0.05549407359391548,0.039048145751440125,"[0.99755, 0.00783, 0.0]","[(0.99716, 0.99793), (0.00441, 0.01125), (0.0, 0.0)]","[0.01304, 0.99733, 1.0]","[(0.00869, 0.0174), (0.99693, 0.99773), (1.0, 1.0)]"
OA17,-0.11651750198382282,-0.06111815902053934,"[0.95139, 0.01527, 0.0]","[(0.94981, 0.95297), (0.01341, 0.01713), (0.0, 0.0)]","[0.01724, 0.95128, 1.0]","[(0.01532, 0.01917), (0.94971, 0.95286), (1.0, 1.0)]"
HOA30,-0.09247723870586333,-0.0320181517972545,"[0.91161, 0.04106, 0.00422]","[(0.90963, 0.91359), (0.03469, 0.04743), (-0.00403, 0.01247)]","[0.04592, 0.91152, 1.0]","[(0.03941, 0.05244), (0.90954, 0.91349), (1.0, 1.0)]"
OA2,-0.19625969231086401,-0.12742832609737867,"[0.82255, 0.05067, 0.0]","[(0.81682, 0.82829), (0.043, 0.05834), (0.0, 0.0)]","[0.05119, 0.82352, 1.0]","[(0.04365, 0.05873), (0.81782, 0.82921), (1.0, 1.0)]"
