Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
KOA56,-0.15317426021089187,0.07678168099167151,"[0.98477, 0.01841, 0.0]","[(0.98376, 0.98578), (0.01555, 0.02126), (0.0, 0.0)]","[0.0416, 0.98087, 1.0]","[(0.03757, 0.04563), (0.97975, 0.982), (1.0, 1.0)]"
OA29,-0.12912840232574146,-0.12603286539863562,"[0.49256, 0.24954, 0.0]","[(0.48642, 0.49869), (0.22848, 0.27059), (0.0, 0.0)]","[0.24552, 0.49333, 1.0]","[(0.2249, 0.26614), (0.48721, 0.49946), (1.0, 1.0)]"
KOA46,-0.12492787400494512,0.002967346983106172,"[0.98997, 0.00836, 0.0]","[(0.98918, 0.99075), (0.00635, 0.01037), (0.0, 0.0)]","[0.01067, 0.98967, 1.0]","[(0.00845, 0.01288), (0.98888, 0.99046), (1.0, 1.0)]"
KOA41,-0.08392069048576015,-0.036677939315673924,"[0.8152, 0.01972]","[(0.81227, 0.81813), (0.00762, 0.03183)]","[0.01972, 0.8152]","[(0.00762, 0.03183), (0.81227, 0.81813)]"
KOA57,0.11301312552995126,-0.10497592673876535,"[0.83255, 0.05512, 0.0]","[(0.8297, 0.8354), (0.05071, 0.05953), (0.0, 0.0)]","[0.05726, 0.83246, 0.99999]","[(0.05281, 0.06172), (0.82962, 0.83531), (0.99996, 1.00001)]"
KOA58,-0.10963348990517627,-0.031129177033207164,"[0.9333, 0.01655, 0.0]","[(0.93126, 0.93534), (0.01111, 0.02199), (0.0, 0.0)]","[0.02532, 0.93302, 1.0]","[(0.01872, 0.03193), (0.93098, 0.93506), (1.0, 1.0)]"
OA40,-0.039562414349952946,-0.11546419943847266,"[0.39689, 0.39072, 0.0]","[(0.39323, 0.40054), (0.37779, 0.40364), (0.0, 0.0)]","[0.38758, 0.39793, 0.9996]","[(0.3748, 0.40035), (0.39427, 0.40158), (0.99945, 0.99974)]"
HOA33,-0.04511880886102333,0.009476820165360366,"[0.90465, 0.06784, 0.00481]","[(0.9024, 0.9069), (0.0603, 0.07537), (-0.00062, 0.01024)]","[0.1039, 0.90246, 0.99983]","[(0.09535, 0.11244), (0.9002, 0.90472), (0.99973, 0.99993)]"
OA7,-0.035375869965003394,-0.10354857723434202,"[0.6536, 0.17916, 0.00376]","[(0.6497, 0.65749), (0.17043, 0.1879), (-0.00049, 0.00801)]","[0.19698, 0.65352, 0.99992]","[(0.18837, 0.20558), (0.64964, 0.65739), (0.99985, 0.99999)]"
KOA74,0.12184677400736753,0.002425458326604575,"[0.7672, 0.13021, 0.00185]","[(0.76383, 0.77057), (0.12341, 0.13701), (0.00023, 0.00346)]","[0.22126, 0.75423, 0.99997]","[(0.21387, 0.22865), (0.75087, 0.75759), (0.99993, 1.00001)]"
HOA16,-0.19351622648450542,-0.010751370844553371,"[0.9968, 0.00147, 0.0]","[(0.99632, 0.99728), (0.00064, 0.0023), (0.0, 0.0)]","[0.00147, 0.9968, 1.0]","[(0.00064, 0.0023), (0.99632, 0.99728), (1.0, 1.0)]"
KOA44,-0.0702509825291365,-0.009317171067206448,"[0.94762, 0.04467, 0.0]","[(0.94581, 0.94943), (0.03975, 0.04959), (0.0, 0.0)]","[0.0456, 0.94754, 1.0]","[(0.04072, 0.05048), (0.94574, 0.94934), (1.0, 1.0)]"
KOA24,0.017112172492562434,0.07892632919268645,"[0.91306, 0.12306, 0.02189]","[(0.91104, 0.91509), (0.11697, 0.12916), (0.01518, 0.0286)]","[0.14957, 0.91271, 0.99599]","[(0.14343, 0.1557), (0.91071, 0.91471), (0.99557, 0.99642)]"
HOA6,-0.0495524036539984,-0.08590808355239733,"[0.42891, 0.43702, 0.00344]","[(0.4252, 0.43262), (0.42752, 0.44653), (7e-05, 0.0068)]","[0.44745, 0.43013, 0.99942]","[(0.43842, 0.45649), (0.42645, 0.43381), (0.99925, 0.99959)]"
KOA55,-0.1566829000233749,0.024790678508391735,"[0.95063, 0.04317, 0.0021]","[(0.94904, 0.95221), (0.03908, 0.04727), (-0.00081, 0.005)]","[0.06315, 0.94788, 1.0]","[(0.05847, 0.06782), (0.94626, 0.94949), (1.0, 1.0)]"
KOA4,-0.06908893173619662,-0.0947645533273741,"[0.42945, 0.41003, 0.0]","[(0.42577, 0.43314), (0.39836, 0.4217), (0.0, 0.0)]","[0.40702, 0.42999, 1.0]","[(0.39545, 0.4186), (0.42631, 0.43368), (1.0, 1.0)]"
OA14,0.12937989985839685,0.11435897197845457,"[0.87391, 0.19224, 0.00632]","[(0.87141, 0.87641), (0.18402, 0.20047), (0.00341, 0.00923)]","[0.2338, 0.86602, 0.99872]","[(0.22612, 0.24148), (0.8635, 0.86853), (0.99847, 0.99897)]"
HOA44,-0.06307165284208913,-0.13687472668026202,"[0.6453, 0.1402, 0.0]","[(0.64136, 0.64925), (0.13269, 0.1477), (0.0, 0.0)]","[0.16267, 0.64391, 0.99997]","[(0.15494, 0.1704), (0.63998, 0.64784), (0.99993, 1.00001)]"
HOA41,-0.004174127036396988,0.047148443707303915,"[0.86918, 0.16182, 0.00198]","[(0.86647, 0.8719), (0.1559, 0.16774), (4e-05, 0.00391)]","[0.16868, 0.86707, 0.99939]","[(0.16303, 0.17433), (0.86438, 0.86976), (0.99922, 0.99957)]"
OA8,0.037959326577636454,-0.014949458856992273,"[0.77973, 0.17873, 0.00794]","[(0.77624, 0.78321), (0.17072, 0.18674), (0.0038, 0.01208)]","[0.19983, 0.77754, 0.99979]","[(0.1922, 0.20746), (0.7741, 0.78098), (0.99968, 0.99991)]"
OA67,0.14093631727235112,0.19653186669944223,"[0.94788, 0.11242, 0.0002]","[(0.94606, 0.9497), (0.10788, 0.11695), (-0.0002, 0.0006)]","[0.15781, 0.92597, 0.99999]","[(0.15315, 0.16247), (0.92391, 0.92803), (0.99996, 1.00001)]"
KOA70,-0.2025563017697288,-0.14120397735315685,"[0.86139, 0.02433, 0.0]","[(0.85859, 0.86418), (0.02202, 0.02665), (0.0, 0.0)]","[0.03149, 0.86197, 1.0]","[(0.02897, 0.03401), (0.85922, 0.86473), (1.0, 1.0)]"
OA74,-0.035520457740896454,0.02984473114448927,"[0.98677, 0.02175, 0.0]","[(0.98585, 0.98769), (0.01792, 0.02559), (0.0, 0.0)]","[0.02507, 0.98635, 1.0]","[(0.02115, 0.029), (0.98542, 0.98728), (1.0, 1.0)]"
OA43,0.018682264029790764,-0.04171456276006869,"[0.94978, 0.02107, 0.0]","[(0.9479, 0.95167), (0.01841, 0.02373), (0.0, 0.0)]","[0.0266, 0.94889, 1.0]","[(0.0237, 0.0295), (0.947, 0.95077), (1.0, 1.0)]"
KOA59,0.23283256693269333,0.06557734595925131,"[0.77092, 0.09975, 0.04198]","[(0.76775, 0.7741), (0.09401, 0.10549), (0.03626, 0.04771)]","[0.27139, 0.74636, 0.99961]","[(0.26432, 0.27846), (0.74319, 0.74954), (0.99948, 0.99975)]"
KOA45,0.0686961179489114,0.19592982710859203,"[0.9571, 0.07252, 0.0]","[(0.95515, 0.95905), (0.066, 0.07904), (0.0, 0.0)]","[0.15769, 0.93952, 0.99992]","[(0.14985, 0.16553), (0.93729, 0.94175), (0.99983, 1.0)]"
KOA7,0.11500816996125539,0.20035672021055986,"[0.98089, 0.06209, 0.00025]","[(0.9798, 0.98198), (0.05727, 0.0669), (-0.00024, 0.00074)]","[0.10788, 0.96862, 0.99999]","[(0.10267, 0.11309), (0.96728, 0.96997), (0.99996, 1.00001)]"
HOA34,-0.1693333741937768,-0.03743764773256356,"[0.97486, 0.00256, 0.0]","[(0.97362, 0.9761), (0.00112, 0.00401), (0.0, 0.0)]","[0.00299, 0.97483, 1.0]","[(0.00142, 0.00455), (0.97359, 0.97607), (1.0, 1.0)]"
KOA31,-0.04296154605355115,-0.1634407611436074,"[0.54352, 0.20277, 0.0]","[(0.53973, 0.54732), (0.1943, 0.21123), (0.0, 0.0)]","[0.20494, 0.5438, 1.0]","[(0.19652, 0.21337), (0.54001, 0.54758), (1.0, 1.0)]"
OA32,-0.012069750374526005,0.049044106719283276,"[0.62065, 0.48416, 0.0]","[(0.61553, 0.62577), (0.4622, 0.50613), (0.0, 0.0)]","[0.48117, 0.62049, 0.99986]","[(0.46006, 0.50229), (0.61538, 0.62559), (0.99974, 0.99998)]"
KOA63,-0.05984618790182103,-0.07446944681926616,"[0.8199, 0.08355, 0.00117]","[(0.81696, 0.82284), (0.07846, 0.08865), (-0.00113, 0.00347)]","[0.10054, 0.81816, 0.9999]","[(0.0952, 0.10588), (0.81523, 0.8211), (0.99982, 0.99997)]"
KOA9,-0.06474495262922986,-0.11547299969374326,"[0.6183, 0.23134, 0.0]","[(0.6145, 0.62211), (0.224, 0.23868), (0.0, 0.0)]","[0.2376, 0.62029, 0.99999]","[(0.23058, 0.24462), (0.61653, 0.62405), (0.99996, 1.00001)]"
OA6,0.15499902387308656,0.08104067934040454,"[0.74566, 0.37181, 0.0]","[(0.74207, 0.74925), (0.35669, 0.38694), (0.0, 0.0)]","[0.38027, 0.74196, 0.99982]","[(0.36739, 0.39316), (0.7384, 0.74552), (0.99971, 0.99993)]"
HOA9,0.03776022561288554,-0.07886132574519233,"[0.87436, 0.03615, 0.0]","[(0.87137, 0.87736), (0.03079, 0.04152), (0.0, 0.0)]","[0.03699, 0.87434, 1.0]","[(0.03158, 0.0424), (0.87134, 0.87733), (1.0, 1.0)]"
OA78,0.013673542305452698,-0.05045879899569011,"[0.91323, 0.03453, 0.0]","[(0.911, 0.91547), (0.03063, 0.03843), (0.0, 0.0)]","[0.04386, 0.91244, 0.99978]","[(0.03958, 0.04814), (0.91021, 0.91468), (0.99968, 0.99989)]"
OA21,-0.03668610623579995,-0.10022547377354073,"[0.68884, 0.15475, 0.0]","[(0.68504, 0.69263), (0.14621, 0.1633), (0.0, 0.0)]","[0.16471, 0.68836, 0.99998]","[(0.15612, 0.1733), (0.68457, 0.69215), (0.99995, 1.00002)]"
KOA68,-0.15247815054983047,-0.025621177803851324,"[0.89419, 0.0674, 0.0]","[(0.89176, 0.89663), (0.06338, 0.07143), (0.0, 0.0)]","[0.08312, 0.89115, 1.0]","[(0.07894, 0.08731), (0.88872, 0.89357), (1.0, 1.0)]"
OA4,0.34619067781781154,0.2312739618235884,"[0.88263, 0.1878, 0.00491]","[(0.88002, 0.88525), (0.18222, 0.19338), (0.00303, 0.0068)]","[0.27858, 0.84341, 0.99936]","[(0.27292, 0.28424), (0.84058, 0.84624), (0.99919, 0.99954)]"
OA50,0.11755086515239249,-0.0065408785641025554,"[0.78256, 0.19542, 0.0]","[(0.77717, 0.78795), (0.17926, 0.21158), (0.0, 0.0)]","[0.20715, 0.78142, 1.0]","[(0.19105, 0.22326), (0.77603, 0.7868), (1.0, 1.0)]"
HOA29,-0.017065657838747285,-0.0006364160381584725,"[0.8325, 0.16225, 0.0]","[(0.82991, 0.83508), (0.14343, 0.18108), (0.0, 0.0)]","[0.1657, 0.83243, 1.0]","[(0.1472, 0.1842), (0.82985, 0.83502), (1.0, 1.0)]"
